account_id,month,active_users,features_adopted,logins
A000263,2024-08-15 21:04:26.399543,6,3,84
A000263,2024-10-14 21:04:26.399543,5,3,99
A000263,2024-11-13 21:04:26.399543,6,3,117
A000263,2024-12-13 21:04:26.399543,6,3,113
A000263,2025-01-12 21:04:26.399543,6,3,100
A000263,2025-02-11 21:04:26.399543,7,3,58
A000263,2025-04-12 21:04:26.399543,6,3,62
A000263,2025-05-12 21:04:26.399543,6,3,76
A000263,2025-06-11 21:04:26.399543,6,3,84
A000263,2025-07-11 21:04:26.399543,5,3,81
A000263,2025-08-10 21:04:26.399543,6,3,87
A000263,2025-09-09 21:04:26.399543,6,3,112
A000263,2025-10-09 21:04:26.399543,6,3,72
A000263,2025-11-08 21:04:26.399543,6,3,60
A000263,2025-12-08 21:04:26.399543,6,3,84
A000263,2026-01-07 21:04:26.399543,5,3,68
A000263,2026-02-06 21:04:26.399543,6,3,117
A000263,2026-03-08 21:04:26.399543,6,3,94
A000263,2026-04-07 21:04:26.399543,6,3,81
A000263,2026-05-07 21:04:26.399543,6,3,75
A000263,2026-06-06 21:04:26.399543,6,3,54
A000263,2026-07-06 21:04:26.399543,5,3,44
A000264,2025-10-21 01:49:17.847300,2,3,32
A000264,2025-11-20 01:49:17.847300,2,3,39
A000264,2025-12-20 01:49:17.847300,2,3,20
A000264,2026-01-19 01:49:17.847300,2,3,31
A000264,2026-02-18 01:49:17.847300,2,3,34
A000264,2026-03-20 01:49:17.847300,2,3,31
A000264,2026-04-19 01:49:17.847300,2,3,21
A000264,2026-05-19 01:49:17.847300,2,3,33
A000264,2026-06-18 01:49:17.847300,2,3,35
A000264,2026-07-18 01:49:17.847300,2,3,32
A000265,2025-12-17 04:31:55.085208,6,3,107
A000265,2026-01-16 04:31:55.085208,6,3,46
A000265,2026-02-15 04:31:55.085208,6,3,114
A000265,2026-03-17 04:31:55.085208,6,3,63
A000265,2026-04-16 04:31:55.085208,6,3,54
A000265,2026-05-16 04:31:55.085208,5,3,91
A000265,2026-06-15 04:31:55.085208,6,3,65
A000265,2026-07-15 04:31:55.085208,6,3,64
A000266,2025-06-05 12:18:42.377175,7,3,119
A000266,2025-07-05 12:18:42.377175,5,3,80
A000266,2025-08-04 12:18:42.377175,5,3,92
A000266,2025-09-03 12:18:42.377175,4,2,65
A000266,2025-10-03 12:18:42.377175,4,2,46
A000266,2025-11-02 12:18:42.377175,3,2,51
A000266,2025-12-02 12:18:42.377175,2,2,47
A000267,2026-01-17 22:23:27.059424,2,3,22
A000267,2026-02-16 22:23:27.059424,2,3,22
A000267,2026-03-18 22:23:27.059424,2,3,13
A000267,2026-04-17 22:23:27.059424,1,2,26
A000267,2026-05-17 22:23:27.059424,1,2,13
A000267,2026-06-16 22:23:27.059424,1,2,13
A000267,2026-07-16 22:23:27.059424,1,2,8
A000268,2026-07-13 23:37:18.998300,7,4,131
A000269,2024-12-13 11:06:07.968070,4,2,78
A000269,2025-01-12 11:06:07.968070,4,2,77
A000269,2025-02-11 11:06:07.968070,4,2,35
A000269,2025-03-13 11:06:07.968070,4,2,73
A000269,2025-04-12 11:06:07.968070,4,2,81
A000269,2025-05-12 11:06:07.968070,4,2,79
A000269,2025-06-11 11:06:07.968070,4,2,75
A000269,2025-07-11 11:06:07.968070,4,2,86
A000269,2025-08-10 11:06:07.968070,4,2,65
A000269,2025-10-09 11:06:07.968070,4,2,30
A000269,2025-11-08 11:06:07.968070,4,2,73
A000269,2025-12-08 11:06:07.968070,4,2,44
A000269,2026-01-07 11:06:07.968070,4,2,38
A000269,2026-02-06 11:06:07.968070,4,2,45
A000269,2026-03-08 11:06:07.968070,4,2,75
A000269,2026-04-07 11:06:07.968070,4,2,72
A000269,2026-05-07 11:06:07.968070,4,2,78
A000269,2026-06-06 11:06:07.968070,4,2,52
A000269,2026-07-06 11:06:07.968070,4,2,43
A000270,2025-10-06 06:15:18.471085,3,3,36
A000270,2025-11-05 06:15:18.471085,3,4,27
A000270,2025-12-05 06:15:18.471085,4,4,35
A000270,2026-01-04 06:15:18.471085,4,5,70
A000270,2026-02-03 06:15:18.471085,4,5,58
A000270,2026-03-05 06:15:18.471085,4,6,71
A000270,2026-04-04 06:15:18.471085,5,6,58
A000270,2026-05-04 06:15:18.471085,5,7,60
A000270,2026-06-03 06:15:18.471085,4,7,50
A000270,2026-07-03 06:15:18.471085,5,8,79
A000271,2026-03-16 16:18:48.068650,7,3,71
A000271,2026-04-15 16:18:48.068650,8,3,125
A000271,2026-05-15 16:18:48.068650,8,3,149
A000271,2026-06-14 16:18:48.068650,8,3,95
A000271,2026-07-14 16:18:48.068650,8,3,95
A000272,2025-10-03 23:41:16.428124,6,3,113
A000272,2025-11-02 23:41:16.428124,6,3,112
A000272,2025-12-02 23:41:16.428124,7,3,105
A000272,2026-01-01 23:41:16.428124,6,3,83
A000272,2026-01-31 23:41:16.428124,5,3,80
A000272,2026-03-02 23:41:16.428124,6,3,103
A000272,2026-04-01 23:41:16.428124,5,3,64
A000272,2026-05-01 23:41:16.428124,6,3,110
A000272,2026-05-31 23:41:16.428124,5,3,96
A000272,2026-06-30 23:41:16.428124,6,3,78
A000272,2026-07-30 23:41:16.428124,6,3,66
A000273,2025-04-10 06:02:09.401001,2,3,24
A000273,2025-05-10 06:02:09.401001,2,3,35
A000273,2025-06-09 06:02:09.401001,2,3,22
A000273,2025-07-09 06:02:09.401001,2,3,17
A000273,2025-08-08 06:02:09.401001,2,3,29
A000273,2025-09-07 06:02:09.401001,1,2,14
A000273,2025-10-07 06:02:09.401001,1,2,26
A000273,2025-11-06 06:02:09.401001,1,2,11
A000273,2026-01-05 06:02:09.401001,1,2,9
A000274,2026-05-11 21:57:20.298947,6,3,64
A000274,2026-06-10 21:57:20.298947,6,3,53
A000274,2026-07-10 21:57:20.298947,6,3,58
A000275,2025-06-13 18:05:40.553378,2,3,32
A000275,2025-07-13 18:05:40.553378,2,3,27
A000275,2025-08-12 18:05:40.553378,2,3,27
A000275,2025-09-11 18:05:40.553378,2,3,30
A000275,2025-10-11 18:05:40.553378,2,3,18
A000275,2025-11-10 18:05:40.553378,2,3,28
A000275,2025-12-10 18:05:40.553378,2,3,29
A000275,2026-02-08 18:05:40.553378,2,3,34
A000275,2026-03-10 18:05:40.553378,2,3,42
A000275,2026-04-09 18:05:40.553378,2,3,40
A000275,2026-05-09 18:05:40.553378,2,3,17
A000275,2026-06-08 18:05:40.553378,2,3,23
A000275,2026-07-08 18:05:40.553378,2,3,17
A000276,2025-09-27 11:55:41.455442,11,4,129
A000276,2025-10-27 11:55:41.455442,13,4,142
A000276,2025-11-26 11:55:41.455442,11,4,113
A000276,2025-12-26 11:55:41.455442,11,4,200
A000276,2026-01-25 11:55:41.455442,11,4,179
A000276,2026-02-24 11:55:41.455442,11,4,127
A000276,2026-03-26 11:55:41.455442,13,4,187
A000276,2026-04-25 11:55:41.455442,13,4,115
A000276,2026-05-25 11:55:41.455442,13,4,233
A000276,2026-06-24 11:55:41.455442,13,4,146
A000276,2026-07-24 11:55:41.455442,12,4,111
A000277,2025-04-06 19:56:02.777163,8,3,91
A000277,2025-05-06 19:56:02.777163,8,3,78
A000277,2025-06-05 19:56:02.777163,8,3,81
A000277,2025-07-05 19:56:02.777163,8,3,109
A000277,2025-09-03 19:56:02.777163,9,3,122
A000277,2025-10-03 19:56:02.777163,8,3,158
A000277,2025-11-02 19:56:02.777163,8,3,76
A000277,2025-12-02 19:56:02.777163,8,3,98
A000277,2026-01-01 19:56:02.777163,7,3,68
A000277,2026-01-31 19:56:02.777163,8,3,135
A000277,2026-03-02 19:56:02.777163,8,3,157
A000277,2026-04-01 19:56:02.777163,7,3,137
A000277,2026-05-01 19:56:02.777163,8,3,68
A000277,2026-05-31 19:56:02.777163,8,3,142
A000277,2026-06-30 19:56:02.777163,9,3,101
A000277,2026-07-30 19:56:02.777163,8,3,65
A000278,2023-08-22 05:10:13.123059,2,3,15
A000278,2023-09-21 05:10:13.123059,2,3,21
A000278,2023-10-21 05:10:13.123059,2,3,17
A000278,2023-11-20 05:10:13.123059,2,3,15
A000278,2023-12-20 05:10:13.123059,2,3,40
A000278,2024-01-19 05:10:13.123059,2,3,22
A000278,2024-02-18 05:10:13.123059,2,3,27
A000278,2024-03-19 05:10:13.123059,2,3,37
A000278,2024-04-18 05:10:13.123059,2,3,31
A000278,2024-06-17 05:10:13.123059,2,3,20
A000278,2024-07-17 05:10:13.123059,2,3,41
A000278,2024-08-16 05:10:13.123059,2,3,21
A000278,2024-09-15 05:10:13.123059,2,3,36
A000278,2024-10-15 05:10:13.123059,2,3,25
A000278,2024-11-14 05:10:13.123059,2,3,18
A000278,2024-12-14 05:10:13.123059,2,3,38
A000278,2025-01-13 05:10:13.123059,2,3,38
A000278,2025-02-12 05:10:13.123059,2,3,22
A000278,2025-03-14 05:10:13.123059,2,3,18
A000278,2025-04-13 05:10:13.123059,2,3,37
A000278,2025-05-13 05:10:13.123059,2,3,26
A000278,2025-06-12 05:10:13.123059,2,3,18
A000278,2025-07-12 05:10:13.123059,2,3,26
A000278,2025-08-11 05:10:13.123059,2,3,31
A000278,2025-10-10 05:10:13.123059,2,3,20
A000278,2025-11-09 05:10:13.123059,2,3,30
A000278,2025-12-09 05:10:13.123059,2,3,23
A000278,2026-01-08 05:10:13.123059,2,3,35
A000278,2026-02-07 05:10:13.123059,2,3,28
A000278,2026-03-09 05:10:13.123059,2,3,34
A000278,2026-04-08 05:10:13.123059,2,3,24
A000278,2026-05-08 05:10:13.123059,2,3,18
A000278,2026-06-07 05:10:13.123059,2,3,29
A000278,2026-07-07 05:10:13.123059,2,3,34
A000279,2023-08-31 22:43:03.419936,2,3,28
A000279,2023-09-30 22:43:03.419936,2,3,36
A000279,2023-10-30 22:43:03.419936,2,3,17
A000279,2023-11-29 22:43:03.419936,2,3,13
A000279,2023-12-29 22:43:03.419936,2,3,18
A000279,2024-01-28 22:43:03.419936,2,3,19
A000279,2024-02-27 22:43:03.419936,2,3,30
A000279,2024-03-28 22:43:03.419936,1,2,27
A000279,2024-04-27 22:43:03.419936,2,2,18
A000279,2024-05-27 22:43:03.419936,1,2,16
A000279,2024-06-26 22:43:03.419936,1,2,19
A000279,2024-07-26 22:43:03.419936,1,2,9
A000279,2024-08-25 22:43:03.419936,1,2,11
A000279,2024-09-24 22:43:03.419936,1,2,16
A000279,2024-10-24 22:43:03.419936,1,2,7
A000279,2024-11-23 22:43:03.419936,1,2,18
A000279,2024-12-23 22:43:03.419936,1,2,15
A000280,2026-06-10 11:23:02.760304,7,3,124
A000280,2026-07-10 11:23:02.760304,7,3,140
A000281,2026-05-21 03:58:21.919510,6,3,83
A000281,2026-06-20 03:58:21.919510,9,6,142
A000281,2026-07-20 03:58:21.919510,9,8,182
A000282,2026-05-17 06:06:02.413006,6,2,105
A000282,2026-06-16 06:06:02.413006,3,2,34
A000282,2026-07-16 06:06:02.413006,2,1,30
A000283,2026-08-30 10:18:04.861587,21,3,220
A000284,2024-12-18 01:12:28.491866,16,4,244
A000284,2025-01-17 01:12:28.491866,15,4,267
A000284,2025-02-16 01:12:28.491866,14,4,136
A000284,2025-03-18 01:12:28.491866,16,4,228
A000284,2025-04-17 01:12:28.491866,17,4,203
A000284,2025-05-17 01:12:28.491866,17,4,212
A000284,2025-06-16 01:12:28.491866,17,4,282
A000284,2025-07-16 01:12:28.491866,16,4,263
A000284,2025-08-15 01:12:28.491866,17,4,159
A000284,2025-09-14 01:12:28.491866,16,4,269
A000284,2025-10-14 01:12:28.491866,18,4,173
A000284,2025-11-13 01:12:28.491866,16,4,227
A000284,2025-12-13 01:12:28.491866,16,4,221
A000284,2026-01-12 01:12:28.491866,18,4,301
A000284,2026-02-11 01:12:28.491866,17,4,185
A000284,2026-03-13 01:12:28.491866,15,4,192
A000284,2026-04-12 01:12:28.491866,17,4,321
A000284,2026-05-12 01:12:28.491866,15,4,238
A000284,2026-06-11 01:12:28.491866,16,4,238
A000284,2026-07-11 01:12:28.491866,17,4,222
A000285,2024-12-04 20:23:02.057202,15,4,125
A000285,2025-01-03 20:23:02.057202,12,4,220
A000285,2025-02-02 20:23:02.057202,12,4,220
A000285,2025-03-04 20:23:02.057202,12,4,161
A000285,2025-04-03 20:23:02.057202,13,4,188
A000285,2025-05-03 20:23:02.057202,13,3,196
A000285,2025-06-02 20:23:02.057202,11,3,98
A000285,2025-07-02 20:23:02.057202,8,3,139
A000285,2025-08-01 20:23:02.057202,9,3,162
A000285,2025-08-31 20:23:02.057202,8,3,138
A000285,2025-09-30 20:23:02.057202,8,3,92
A000285,2025-10-30 20:23:02.057202,8,3,163
A000285,2025-11-29 20:23:02.057202,7,3,90
A000285,2025-12-29 20:23:02.057202,6,3,105
A000285,2026-01-28 20:23:02.057202,6,2,85
A000286,2023-11-29 11:05:02.199267,2,3,25
A000286,2024-01-28 11:05:02.199267,2,2,22
A000286,2024-02-27 11:05:02.199267,1,2,11
A000286,2024-03-28 11:05:02.199267,1,2,7
A000287,2026-05-06 12:44:54.956477,17,2,334
A000287,2026-06-05 12:44:54.956477,17,2,157
A000287,2026-07-05 12:44:54.956477,19,2,192
A000288,2023-05-20 19:41:52.995505,7,4,119
A000288,2023-06-19 19:41:52.995505,7,4,86
A000288,2023-07-19 19:41:52.995505,7,4,109
A000288,2023-08-18 19:41:52.995505,7,4,119
A000288,2023-10-17 19:41:52.995505,7,5,98
A000288,2023-11-16 19:41:52.995505,8,5,150
A000288,2023-12-16 19:41:52.995505,8,5,85
A000288,2024-01-15 19:41:52.995505,8,5,107
A000288,2024-02-14 19:41:52.995505,9,5,105
A000288,2024-03-15 19:41:52.995505,9,5,148
A000288,2024-04-14 19:41:52.995505,9,5,167
A000288,2024-05-14 19:41:52.995505,8,6,133
A000288,2024-06-13 19:41:52.995505,8,6,139
A000288,2024-07-13 19:41:52.995505,8,6,82
A000288,2024-08-12 19:41:52.995505,9,6,138
A000288,2024-09-11 19:41:52.995505,11,6,116
A000288,2024-10-11 19:41:52.995505,10,6,133
A000288,2024-11-10 19:41:52.995505,10,6,111
A000288,2024-12-10 19:41:52.995505,11,6,220
A000288,2025-01-09 19:41:52.995505,11,7,182
A000288,2025-02-08 19:41:52.995505,11,7,180
A000288,2025-04-09 19:41:52.995505,12,7,184
A000288,2025-05-09 19:41:52.995505,9,7,128
A000288,2025-06-08 19:41:52.995505,11,7,96
A000288,2025-07-08 19:41:52.995505,10,7,109
A000288,2025-08-07 19:41:52.995505,9,8,78
A000288,2025-09-06 19:41:52.995505,10,8,94
A000288,2025-10-06 19:41:52.995505,12,8,245
A000288,2025-11-05 19:41:52.995505,11,8,170
A000288,2025-12-05 19:41:52.995505,13,8,223
A000288,2026-01-04 19:41:52.995505,12,8,154
A000288,2026-02-03 19:41:52.995505,13,8,151
A000288,2026-03-05 19:41:52.995505,13,8,114
A000288,2026-04-04 19:41:52.995505,12,9,124
A000288,2026-05-04 19:41:52.995505,13,9,258
A000288,2026-06-03 19:41:52.995505,13,9,217
A000288,2026-07-03 19:41:52.995505,11,9,165
A000289,2025-07-28 10:21:41.320081,2,2,34
A000289,2025-08-27 10:21:41.320081,2,2,33
A000289,2025-09-26 10:21:41.320081,2,2,28
A000289,2025-10-26 10:21:41.320081,2,2,25
A000289,2025-11-25 10:21:41.320081,2,2,18
A000289,2025-12-25 10:21:41.320081,2,2,22
A000289,2026-01-24 10:21:41.320081,2,2,39
A000289,2026-02-23 10:21:41.320081,2,2,35
A000289,2026-03-25 10:21:41.320081,2,2,23
A000289,2026-04-24 10:21:41.320081,2,2,20
A000289,2026-05-24 10:21:41.320081,2,2,29
A000289,2026-06-23 10:21:41.320081,2,2,20
A000289,2026-07-23 10:21:41.320081,2,2,18
A000290,2024-04-19 04:14:34.338618,2,2,29
A000290,2024-05-19 04:14:34.338618,2,2,17
A000290,2024-06-18 04:14:34.338618,2,2,16
A000290,2024-07-18 04:14:34.338618,2,2,23
A000290,2024-08-17 04:14:34.338618,2,2,22
A000290,2024-09-16 04:14:34.338618,2,2,23
A000290,2024-10-16 04:14:34.338618,2,2,26
A000290,2024-11-15 04:14:34.338618,2,2,39
A000290,2024-12-15 04:14:34.338618,2,2,24
A000290,2025-01-14 04:14:34.338618,2,2,16
A000290,2025-02-13 04:14:34.338618,2,2,33
A000290,2025-03-15 04:14:34.338618,2,2,27
A000290,2025-04-14 04:14:34.338618,2,2,26
A000290,2025-05-14 04:14:34.338618,2,2,17
A000290,2025-06-13 04:14:34.338618,2,2,29
A000290,2025-07-13 04:14:34.338618,2,2,17
A000290,2025-08-12 04:14:34.338618,2,2,34
A000290,2025-09-11 04:14:34.338618,2,2,19
A000290,2025-10-11 04:14:34.338618,2,2,37
A000290,2025-11-10 04:14:34.338618,2,2,17
A000290,2025-12-10 04:14:34.338618,2,2,38
A000290,2026-01-09 04:14:34.338618,2,2,31
A000290,2026-02-08 04:14:34.338618,2,2,23
A000290,2026-03-10 04:14:34.338618,2,2,39
A000290,2026-04-09 04:14:34.338618,2,2,19
A000290,2026-05-09 04:14:34.338618,2,2,24
A000290,2026-06-08 04:14:34.338618,2,2,27
A000290,2026-07-08 04:14:34.338618,2,2,25
A000291,2024-11-15 13:57:45.491399,2,4,37
A000291,2024-12-15 13:57:45.491399,2,4,24
A000291,2025-01-14 13:57:45.491399,2,4,35
A000291,2025-02-13 13:57:45.491399,2,4,20
A000291,2025-03-15 13:57:45.491399,2,4,15
A000291,2025-04-14 13:57:45.491399,2,4,33
A000291,2025-05-14 13:57:45.491399,2,4,17
A000291,2025-06-13 13:57:45.491399,2,4,20
A000291,2025-07-13 13:57:45.491399,2,4,22
A000291,2025-08-12 13:57:45.491399,2,4,25
A000291,2025-09-11 13:57:45.491399,2,4,18
A000291,2025-10-11 13:57:45.491399,2,4,28
A000291,2025-11-10 13:57:45.491399,2,4,35
A000291,2025-12-10 13:57:45.491399,2,4,30
A000291,2026-01-09 13:57:45.491399,2,4,19
A000291,2026-02-08 13:57:45.491399,2,4,24
A000291,2026-03-10 13:57:45.491399,2,4,30
A000291,2026-04-09 13:57:45.491399,2,4,24
A000291,2026-05-09 13:57:45.491399,2,4,23
A000291,2026-06-08 13:57:45.491399,2,4,18
A000291,2026-07-08 13:57:45.491399,2,4,27
A000292,2024-05-24 22:54:39.154021,3,4,33
A000292,2024-06-23 22:54:39.154021,3,4,61
A000292,2024-07-23 22:54:39.154021,3,4,25
A000292,2024-08-22 22:54:39.154021,3,5,44
A000292,2024-09-21 22:54:39.154021,4,5,40
A000292,2024-10-21 22:54:39.154021,3,5,48
A000292,2024-11-20 22:54:39.154021,4,5,59
A000292,2024-12-20 22:54:39.154021,4,5,39
A000292,2025-01-19 22:54:39.154021,3,6,59
A000292,2025-02-18 22:54:39.154021,4,6,34
A000292,2025-03-20 22:54:39.154021,4,6,66
A000292,2025-04-19 22:54:39.154021,4,6,48
A000292,2025-05-19 22:54:39.154021,4,6,53
A000292,2025-06-18 22:54:39.154021,4,6,38
A000292,2025-07-18 22:54:39.154021,4,7,39
A000292,2025-08-17 22:54:39.154021,4,7,58
A000292,2025-09-16 22:54:39.154021,4,7,38
A000292,2025-10-16 22:54:39.154021,4,7,53
A000292,2025-11-15 22:54:39.154021,5,7,79
A000292,2025-12-15 22:54:39.154021,4,8,59
A000292,2026-01-14 22:54:39.154021,5,8,62
A000292,2026-02-13 22:54:39.154021,5,8,68
A000292,2026-03-15 22:54:39.154021,6,8,49
A000292,2026-04-14 22:54:39.154021,5,8,63
A000292,2026-05-14 22:54:39.154021,6,9,47
A000292,2026-06-13 22:54:39.154021,5,9,40
A000292,2026-07-13 22:54:39.154021,5,9,48
A000293,2025-08-06 19:43:34.854113,3,3,29
A000293,2025-09-05 19:43:34.854113,3,3,48
A000293,2025-10-05 19:43:34.854113,3,3,60
A000293,2025-11-04 19:43:34.854113,3,3,47
A000293,2025-12-04 19:43:34.854113,3,3,40
A000293,2026-01-03 19:43:34.854113,3,3,32
A000293,2026-02-02 19:43:34.854113,3,3,46
A000293,2026-03-04 19:43:34.854113,3,3,53
A000293,2026-04-03 19:43:34.854113,3,3,54
A000293,2026-05-03 19:43:34.854113,3,3,53
A000293,2026-06-02 19:43:34.854113,3,3,25
A000293,2026-07-02 19:43:34.854113,3,3,27
A000293,2026-08-01 19:43:34.854113,3,3,42
A000294,2023-08-19 08:20:32.870369,14,4,203
A000294,2023-09-18 08:20:32.870369,15,4,143
A000294,2023-10-18 08:20:32.870369,13,4,209
A000294,2023-12-17 08:20:32.870369,15,4,282
A000294,2024-01-16 08:20:32.870369,14,4,278
A000294,2024-02-15 08:20:32.870369,13,4,188
A000294,2024-03-16 08:20:32.870369,13,4,170
A000294,2024-04-15 08:20:32.870369,14,4,266
A000294,2024-05-15 08:20:32.870369,14,4,114
A000294,2024-06-14 08:20:32.870369,15,4,257
A000294,2024-07-14 08:20:32.870369,15,4,171
A000294,2024-08-13 08:20:32.870369,15,4,260
A000294,2024-09-12 08:20:32.870369,15,4,288
A000294,2024-10-12 08:20:32.870369,15,4,128
A000294,2024-11-11 08:20:32.870369,15,4,256
A000294,2024-12-11 08:20:32.870369,14,4,222
A000294,2025-01-10 08:20:32.870369,13,4,192
A000294,2025-02-09 08:20:32.870369,13,4,212
A000294,2025-03-11 08:20:32.870369,15,4,197
A000294,2025-04-10 08:20:32.870369,13,4,117
A000294,2025-05-10 08:20:32.870369,13,4,241
A000294,2025-06-09 08:20:32.870369,13,4,199
A000294,2025-07-09 08:20:32.870369,14,4,151
A000294,2025-08-08 08:20:32.870369,14,4,209
A000294,2025-09-07 08:20:32.870369,14,4,170
A000294,2025-10-07 08:20:32.870369,13,4,180
A000294,2025-11-06 08:20:32.870369,13,4,130
A000294,2025-12-06 08:20:32.870369,14,4,254
A000294,2026-01-05 08:20:32.870369,15,4,198
A000294,2026-02-04 08:20:32.870369,15,4,143
A000294,2026-03-06 08:20:32.870369,14,4,141
A000294,2026-04-05 08:20:32.870369,13,4,206
A000294,2026-05-05 08:20:32.870369,15,4,282
A000294,2026-06-04 08:20:32.870369,15,4,119
A000294,2026-07-04 08:20:32.870369,13,4,171
A000295,2024-05-13 06:50:45.602672,4,4,42
A000295,2024-06-12 06:50:45.602672,5,4,53
A000295,2024-07-12 06:50:45.602672,4,4,39
A000295,2024-08-11 06:50:45.602672,5,5,94
A000295,2024-09-10 06:50:45.602672,4,5,81
A000295,2024-10-10 06:50:45.602672,5,5,82
A000295,2024-11-09 06:50:45.602672,5,5,86
A000295,2024-12-09 06:50:45.602672,5,5,55
A000295,2025-01-08 06:50:45.602672,5,5,45
A000295,2025-02-07 06:50:45.602672,5,6,83
A000295,2025-03-09 06:50:45.602672,6,6,79
A000295,2025-04-08 06:50:45.602672,5,6,61
A000295,2025-05-08 06:50:45.602672,6,6,113
A000295,2025-06-07 06:50:45.602672,6,6,82
A000295,2025-07-07 06:50:45.602672,6,7,60
A000295,2025-08-06 06:50:45.602672,7,7,126
A000295,2025-09-05 06:50:45.602672,7,7,56
A000295,2025-10-05 06:50:45.602672,6,7,92
A000295,2025-11-04 06:50:45.602672,7,7,87
A000295,2025-12-04 06:50:45.602672,7,8,87
A000295,2026-01-03 06:50:45.602672,7,8,57
A000295,2026-02-02 06:50:45.602672,6,8,114
A000295,2026-03-04 06:50:45.602672,6,8,59
A000295,2026-04-03 06:50:45.602672,7,8,86
A000295,2026-05-03 06:50:45.602672,6,8,118
A000295,2026-06-02 06:50:45.602672,7,9,70
A000295,2026-07-02 06:50:45.602672,6,9,119
A000295,2026-08-01 06:50:45.602672,8,9,72
A000296,2024-09-19 07:24:30.474016,14,2,251
A000296,2024-10-19 07:24:30.474016,15,2,207
A000296,2024-11-18 07:24:30.474016,13,2,128
A000296,2024-12-18 07:24:30.474016,15,2,165
A000296,2025-01-17 07:24:30.474016,14,2,208
A000296,2025-02-16 07:24:30.474016,15,2,148
A000296,2025-03-18 07:24:30.474016,14,2,259
A000296,2025-04-17 07:24:30.474016,15,2,290
A000296,2025-05-17 07:24:30.474016,15,2,271
A000296,2025-06-16 07:24:30.474016,15,2,195
A000296,2025-07-16 07:24:30.474016,15,2,276
A000296,2025-08-15 07:24:30.474016,13,2,143
A000296,2025-09-14 07:24:30.474016,14,2,194
A000296,2025-10-14 07:24:30.474016,14,2,167
A000296,2025-11-13 07:24:30.474016,13,2,206
A000296,2025-12-13 07:24:30.474016,13,2,189
A000296,2026-01-12 07:24:30.474016,15,2,265
A000296,2026-02-11 07:24:30.474016,13,2,244
A000296,2026-03-13 07:24:30.474016,14,2,178
A000296,2026-04-12 07:24:30.474016,15,2,211
A000296,2026-05-12 07:24:30.474016,13,2,166
A000296,2026-06-11 07:24:30.474016,15,2,179
A000296,2026-07-11 07:24:30.474016,13,2,115
A000297,2024-09-27 01:54:19.301480,3,2,38
A000297,2024-10-27 01:54:19.301480,3,2,43
A000297,2024-11-26 01:54:19.301480,3,2,49
A000297,2024-12-26 01:54:19.301480,3,2,33
A000297,2025-01-25 01:54:19.301480,3,2,49
A000297,2025-02-24 01:54:19.301480,3,2,35
A000297,2025-03-26 01:54:19.301480,3,2,37
A000297,2025-04-25 01:54:19.301480,3,2,41
A000297,2025-05-25 01:54:19.301480,3,2,30
A000297,2025-06-24 01:54:19.301480,3,2,52
A000297,2025-07-24 01:54:19.301480,3,2,34
A000297,2025-08-23 01:54:19.301480,3,2,36
A000297,2025-09-22 01:54:19.301480,3,2,47
A000297,2025-10-22 01:54:19.301480,3,2,52
A000297,2025-11-21 01:54:19.301480,3,2,25
A000297,2026-01-20 01:54:19.301480,3,2,39
A000297,2026-02-19 01:54:19.301480,3,2,57
A000297,2026-03-21 01:54:19.301480,3,2,44
A000297,2026-04-20 01:54:19.301480,3,2,50
A000297,2026-05-20 01:54:19.301480,3,2,33
A000297,2026-06-19 01:54:19.301480,3,2,39
A000297,2026-07-19 01:54:19.301480,3,2,39
A000298,2025-11-14 07:59:55.667031,13,3,110
A000298,2025-12-14 07:59:55.667031,13,3,172
A000298,2026-01-13 07:59:55.667031,12,3,231
A000298,2026-02-12 07:59:55.667031,12,3,119
A000298,2026-03-14 07:59:55.667031,14,3,159
A000298,2026-04-13 07:59:55.667031,14,3,170
A000298,2026-05-13 07:59:55.667031,12,3,160
A000298,2026-06-12 07:59:55.667031,12,3,234
A000298,2026-07-12 07:59:55.667031,12,3,175
A000299,2023-10-16 10:59:05.470511,16,3,235
A000299,2023-11-15 10:59:05.470511,16,3,296
A000299,2023-12-15 10:59:05.470511,18,3,235
A000299,2024-01-14 10:59:05.470511,18,3,207
A000299,2024-02-13 10:59:05.470511,20,4,283
A000299,2024-03-14 10:59:05.470511,18,4,147
A000299,2024-04-13 10:59:05.470511,19,4,158
A000299,2024-05-13 10:59:05.470511,20,4,265
A000299,2024-06-12 10:59:05.470511,19,4,368
A000299,2024-07-12 10:59:05.470511,22,4,188
A000299,2024-08-11 10:59:05.470511,22,4,203
A000299,2024-09-10 10:59:05.470511,19,5,281
A000299,2024-10-10 10:59:05.470511,22,5,388
A000299,2024-11-09 10:59:05.470511,21,5,248
A000299,2024-12-09 10:59:05.470511,22,5,194
A000299,2025-01-08 10:59:05.470511,19,5,300
A000299,2025-02-07 10:59:05.470511,21,5,180
A000299,2025-03-09 10:59:05.470511,23,6,445
A000299,2025-04-08 10:59:05.470511,22,6,316
A000299,2025-05-08 10:59:05.470511,26,6,289
A000299,2025-06-07 10:59:05.470511,26,6,289
A000299,2025-07-07 10:59:05.470511,26,6,272
A000299,2025-08-06 10:59:05.470511,22,6,183
A000299,2025-09-05 10:59:05.470511,22,6,273
A000299,2025-10-05 10:59:05.470511,25,7,470
A000299,2025-11-04 10:59:05.470511,26,7,354
A000299,2026-01-03 10:59:05.470511,23,7,446
