lead_id,company_name,industry,company_size,lead_source,created_date,pricing_page_visits,demo_requested,content_downloads,email_opens,converted,converted_date
L002535,Miller Inc,Education,264.0,Organic Search,2026-08-27,1,True,0,0,False,
L002536,Bennett Ltd,Manufacturing,736.0,Event/Webinar,2024-09-06,5,False,1,3,False,
L002537,Patton Inc,Logistics,20.0,Partner,2026-01-10,3,False,0,3,True,2026-02-19
L002538,Brown-Bishop,Retail,46.0,Outbound SDR,2025-04-03,2,False,1,4,False,
L002539,Jones-Byrd,Manufacturing,1345.0,Event/Webinar,2025-11-21,3,True,2,0,False,
L002540,"Williams, Horn and Morales",Media,72.0,Partner,2026-01-26,5,True,1,4,True,2026-02-18
L002541,"Walton, Hall and Greene",,42.0,Partner,2025-11-23,7,True,1,3,False,
L002542,"Hanson, Chavez and Marshall",Healthcare,245.0,Event/Webinar,2025-10-19,1,False,3,1,False,
L002543,Hobbs-Harvey,Retail,49.0,Partner,2025-08-15,2,True,3,1,True,2025-09-18
L002544,Curtis-Lowe,Real Estate,91.0,Event/Webinar,2025-06-07,1,True,1,4,False,
L002545,Gibson LLC,Consulting,30.0,Partner,2026-07-07,2,True,1,5,True,2026-07-10
L002546,"Lee, Garcia and Larson",,42.0,Paid Search,2025-01-16,2,False,2,3,False,
L002547,Watkins and Sons,,56.0,Paid Search,2024-05-07,3,False,1,6,True,2024-05-26
L002548,"Martinez, Hicks and Kelly",Manufacturing,24.0,Outbound SDR,2025-04-20,1,True,2,4,False,
L002549,Hardy-Wallace,Education,30.0,Organic Search,2026-07-22,4,True,4,2,True,2026-08-04
L002550,Taylor Inc,Logistics,13.0,Referral,2024-08-10,4,True,0,3,False,
L002551,Anderson PLC,Healthcare,17.0,Referral,2026-05-16,4,True,1,1,False,
L002552,Palmer-Pearson,Retail,20.0,Outbound SDR,2024-05-03,4,False,1,5,False,
L002553,Collins-Mcclure,Fintech,91.0,Paid Search,2024-01-29,2,False,2,5,False,
L002554,Hernandez LLC,SaaS,8.0,Paid Search,2024-09-27,2,False,2,4,False,
L002555,"Cooper, Wood and Smith",Media,258.0,Outbound SDR,2026-02-20,1,False,0,3,False,
L002556,"Sandoval, Thomas and Young",Logistics,260.0,Outbound SDR,2026-08-17,1,False,1,1,False,
L002557,"Trevino, Henderson and Gonzalez",SaaS,,Paid Search,2023-11-23,2,True,2,2,False,
L002558,Davidson and Sons,Manufacturing,59.0,Paid Search,2023-03-01,5,False,2,2,True,2023-04-03
L002559,Peterson Ltd,Manufacturing,74.0,Partner,2026-02-01,2,True,3,3,False,
L002560,Neal-Holden,,9.0,Partner,2023-03-28,1,False,0,5,True,2023-05-29
L002561,"Schwartz, Christian and Knight",SaaS,121.0,Organic Search,2023-06-21,8,True,0,4,False,
L002562,Jensen-Barnes,Education,28.0,Event/Webinar,2024-09-02,6,False,1,5,False,
L002563,Garcia Inc,Fintech,107.0,Outbound SDR,2025-01-14,1,False,0,2,False,
L002564,Robinson-Smith,Fintech,14.0,Outbound SDR,2023-10-15,2,False,0,0,False,
L002565,Steele Group,Retail,35.0,Organic Search,2026-03-15,4,True,0,2,True,2026-05-18
L002566,"Lewis, Castillo and Tate",Fintech,44.0,Event/Webinar,2026-04-03,3,False,2,0,False,
L002567,Aguirre-Bennett,Real Estate,,Referral,2025-10-13,5,True,1,3,False,
L002568,Lopez-Fritz,Fintech,160.0,Paid Search,2026-05-13,1,True,3,1,True,2026-05-28
L002569,Smith-Howard,Education,272.0,Referral,2026-04-11,3,True,0,6,True,2026-05-30
L002570,"Wilson, Roberts and Lee",Retail,134.0,Outbound SDR,2024-03-22,6,False,1,5,True,2024-04-09
L002571,"Durham, Ward and Hester",,105.0,Paid Search,2024-03-14,4,False,2,5,True,2024-04-18
L002572,Gonzalez and Sons,Media,,Outbound SDR,2024-06-04,3,False,1,3,False,
L002573,Mcclure Ltd,Consulting,,Organic Search,2025-10-01,3,False,2,1,False,
L002574,Morgan PLC,Real Estate,75.0,Referral,2023-08-20,6,False,3,5,False,
L002575,White Inc,Education,78.0,Event/Webinar,2025-05-17,3,False,0,4,False,
L002576,Cameron Inc,Media,12.0,Partner,2024-05-19,4,True,1,0,True,2024-06-23
L002577,Decker and Sons,Health Care,92.0,Referral,2025-08-31,3,True,0,4,True,2025-10-17
L002578,Pena-Dyer,Manufacturing,108.0,Organic Search,2026-08-14,3,False,1,5,False,
L002579,Boyle-Torres,Consulting,317.0,Organic Search,2023-04-22,3,True,4,2,False,
L002580,Wood LLC,Retail,50.0,Referral,2026-02-05,3,False,3,3,True,2026-03-26
L002581,"Jackson, Rose and Lloyd",Manufacturing,69.0,Partner,2025-01-13,3,False,0,4,False,
L002582,"Keith, Johns and Jones",financial tech,15.0,Event/Webinar,2024-04-29,5,False,1,2,False,
L002583,Andrade and Sons,Media,,Outbound SDR,2023-01-17,3,False,2,8,False,
L002584,Lee Group,Logistics,375.0,Referral,2024-09-08,2,True,1,3,False,
L002585,"Brooks, Greene and Rowland",Fintech,156.0,Paid Search,2024-09-01,2,False,0,2,False,
L002586,Mccall PLC,,113.0,Paid Search,2025-06-17,3,False,3,5,False,
L002587,"Lopez, Nichols and Clarke",Education,101.0,Partner,2025-04-12,3,False,1,6,False,
L002588,Wright-Soto,SaaS,174.0,Referral,2023-06-14,7,False,2,4,True,2023-08-15
L002589,Salas-York,Media,146.0,Partner,2025-04-25,4,False,2,1,False,
L002590,"Blackwell, Clark and Miller",Education,,Partner,2025-05-15,1,True,3,3,True,2025-05-27
L002591,Gibbs-Mendez,Health Care,81.0,Partner,2024-06-18,4,True,2,3,True,2024-08-21
L002592,Romero Ltd,Fintech,56.0,Referral,2025-05-11,6,True,1,4,False,
L002593,"Brooks, Stone and White",Consulting,,Partner,2026-01-26,1,False,3,3,False,
L002594,"Brooks, Neal and Baldwin",Education,16.0,Outbound SDR,2023-02-26,3,True,1,2,True,2023-03-04
L002595,Wells-Perkins,Healthcare,16.0,Partner,2025-06-27,3,False,1,2,False,
L002596,"Morse, Silva and Johnson",healthcare,632.0,Organic Search,2025-03-31,2,False,2,1,False,
L002597,Jacobson Group,Retail,285.0,Partner,2024-09-17,3,False,0,2,True,2024-10-27
L002598,Foster LLC,Consulting,126.0,Organic Search,2023-08-15,2,False,1,5,False,
L002599,Oneal-Duncan,Healthcare,53.0,Paid Search,2025-11-23,1,True,1,3,False,
L002600,Scott-Miller,Healthcare,18.0,Event/Webinar,2025-04-20,2,False,1,1,False,
L002601,Phillips PLC,Education,28.0,Outbound SDR,2025-09-06,2,False,1,7,True,2025-09-23
L002602,Hall-Williams,Manufacturing,20.0,Paid Search,2026-04-29,5,False,2,4,False,
L002603,"Oliver, Simmons and Mcdonald",Education,3.0,Referral,2024-02-11,2,True,0,2,True,2024-02-21
L002604,Richardson-Jimenez,,228.0,Referral,2024-01-08,3,False,1,4,False,
L002605,Reyes-White,Logistics,152.0,Outbound SDR,2026-03-14,3,False,2,4,False,
L002606,Baker Inc,,10.0,Organic search,2023-02-17,4,False,0,1,False,
L002607,Valenzuela-Phillips,Real Estate,89.0,Partner,2026-06-07,3,False,2,3,False,
L002608,"Hunt, Schneider and Hartman",Retail,14.0,Organic Search,2025-08-05,2,True,2,1,True,2025-08-30
L002609,Garcia Inc,Manufacturing,607.0,Partner,2023-12-12,3,True,0,3,False,
L002610,Johnson-Gonzalez,SaaS,150.0,Outbound SDR,2026-06-19,2,False,1,4,True,2026-08-12
L002611,Leonard LLC,Consulting,29.0,Referral,2023-11-02,3,False,0,1,False,
L002612,Mcgee-Mack,financial tech,113.0,Referral,2023-12-15,3,False,1,3,False,
L002613,Lee-Munoz,Consulting,84.0,Organic Search,2023-01-29,4,False,0,3,False,
L002614,Murillo Ltd,Real Estate,313.0,Outbound SDR,2025-07-18,2,False,2,4,False,
L002615,"Daniels, Green and Carrillo",Media,,organic-search,2024-04-04,3,False,2,4,True,2024-04-30
L002616,Short-Logan,Retail,28.0,Referral,2024-08-12,4,False,3,7,True,2024-10-14
L002617,Bautista-Underwood,Logistics,90.0,Paid Search,2025-06-02,1,False,3,3,True,2025-06-28
L002618,"Smith, Valdez and Hays",Consulting,225.0,Paid Search,2024-08-02,3,False,0,3,False,
L002619,Grimes and Sons,Retail,33.0,Outbound SDR,2024-01-05,1,False,2,2,True,2024-02-26
L002620,Cummings and Sons,Healthcare,119.0,Organic Search,2024-08-17,4,False,2,1,False,
L002621,Hall-Matthews,Manufacturing,61.0,Paid Search,2026-06-19,3,True,1,3,False,
L002622,"Todd, Sharp and Murray",Media,58.0,Paid Search,2025-01-27,5,False,1,2,False,
L002623,Edwards and Sons,Consulting,413.0,Partner,2026-08-18,3,False,2,1,False,
L002624,Carrillo-Wolfe,Media,68.0,Organic Search,2023-01-22,2,False,1,4,True,2023-03-23
L002625,Gonzales PLC,Healthcare,,Referral,2025-03-25,3,True,1,1,True,2025-06-20
L002626,Brooks PLC,Retail,68.0,Partner,2025-02-24,2,True,2,5,False,
L002627,Torres Ltd,,,Partner,2026-05-08,2,False,1,1,False,
L002628,Porter Ltd,Manufacturing,99.0,Organic Search,2023-07-15,2,True,1,4,True,2023-09-24
L002629,Morgan-Barnes,SaaS,120.0,Organic Search,2024-11-12,2,False,1,4,False,
L002630,"Goodwin, Farmer and Vaughn",Retail,77.0,Outbound SDR,2024-12-26,2,False,0,1,True,2025-03-13
L002631,Nguyen-Johnson,Consulting,270.0,Partner,2023-04-04,1,False,1,3,True,2023-04-04
L002632,Weeks and Sons,Manufacturing,204.0,Event/Webinar,2026-06-23,3,False,0,0,False,
L002633,Carroll-Lloyd,Logistics,67.0,Referral,2025-03-19,7,True,2,2,True,2025-06-12
L002634,"Berry, Myers and James",Education,33.0,Paid Search,2026-02-19,3,False,2,1,True,2026-02-24
L002635,Brown-Hughes,Consulting,13.0,Paid Search,2024-06-17,3,True,3,3,False,
L002636,Rodriguez-Hudson,Healthcare,,Event/Webinar,2025-10-06,1,False,3,3,False,
L002637,Fowler-Torres,Education,97.0,Outbound SDR,2023-09-28,3,False,3,3,True,2023-10-09
L002638,Garcia PLC,Education,93.0,Partner,2025-12-22,4,False,3,5,False,
L002639,Johnson Ltd,Logistics,,Paid Search,2024-06-17,2,False,0,1,False,
L002640,"Burns, Lopez and Jones",Fintech,33.0,Referral,2023-04-01,7,True,2,4,True,2023-04-17
L002641,Campbell-Hall,Media,145.0,Referral,2025-01-08,6,False,4,0,True,2025-03-04
L002642,"Warren, Gibson and Wood",Manufacturing,75.0,Referral,2026-06-09,3,False,1,4,True,2026-07-12
L002643,Jackson Group,Real Estate,40.0,Referral,2025-06-11,2,True,1,2,False,
L002644,Moore-Rodriguez,Healthcare,402.0,Referral,2025-10-03,5,True,1,4,True,2025-10-22
L002645,"Barnes, Paul and Price",Real Estate,38.0,Partner,2026-07-27,3,False,0,2,False,
L002646,Anderson and Sons,Media,58.0,Organic Search,2024-01-22,5,False,4,2,False,
L002647,Reynolds-Mckinney,Healthcare,120.0,Organic Search ,2024-04-15,7,False,4,1,True,2024-05-08
L002648,Moore-Andrews,SaaS,56.0,Outbound SDR,2024-06-16,4,False,0,4,False,
L002649,Matthews-Shaw,Healthcare,192.0,Partner,2025-08-14,2,True,0,1,True,2025-10-08
L002650,"Stevens, Harris and Ritter",Fintech,34.0,Outbound SDR,2023-03-25,4,False,2,2,True,2023-05-20
L002651,Brown-Ross,Education,45.0,Partner,2026-02-22,4,True,2,2,True,2026-04-25
L002652,Fox PLC,Media,482.0,Outbound SDR,2023-08-19,4,False,3,3,False,
L002653,Stevens-Johnston,Health Care,1655.0,Organic Search,2024-12-16,3,False,2,6,False,
L002654,"Davis, Lucas and Ellison",Fintech,10.0,Paid Search,2024-08-04,3,True,0,3,True,2024-08-27
L002655,Graves-Dawson,Healthcare,108.0,Partner,2025-11-07,3,True,4,4,True,2025-12-11
L002656,Myers-Colon,Consulting,,Partner,2026-04-14,3,False,0,2,False,
L002657,Perry and Sons,Retail,63.0,Event/Webinar,2023-01-09,4,True,2,4,False,
L002658,"Quinn, Ellis and Bartlett",Real Estate,72.0,Event/Webinar,2024-01-05,4,False,0,3,False,
L002659,Hale Inc,Logistics,331.0,Organic Search,2024-05-19,5,False,2,4,False,
L002660,Hale-Williams,Media,35.0,Partner,2023-07-13,3,False,4,3,True,2023-08-24
L002661,Hill Ltd,SaaS,2.0,Referral,2023-09-07,4,True,1,1,False,
L002662,"Carter, Hendricks and Wolfe",Logistics,18.0,Referral,2026-04-24,3,False,3,6,False,
L002663,"Barrera, Kerr and Jenkins",FinTech,252.0,Referral,2023-11-11,4,False,2,3,True,2023-11-14
L002664,"Martinez, Wood and Campos",Fintech,480.0,Outbound SDR,2025-09-09,4,False,1,2,False,
L002665,"Miranda, Nguyen and Hayes",Media,209.0,Partner,2024-07-05,5,False,0,5,True,2024-09-19
L002666,Clark-Williams,SaaS,65.0,Referral,2023-03-31,4,False,0,7,False,
L002667,Jones Ltd,Consulting,,Outbound SDR,2024-10-27,4,True,1,2,False,
L002668,"Brady, James and Reese",Consulting,29.0,Paid Search,2024-03-08,6,False,1,2,False,
L002669,Sanders Inc,saas ,1075.0,Partner,2024-08-02,3,False,1,2,False,
L002670,Wilson-Stark,Education,93.0,Organic Search,2023-05-25,3,False,1,2,False,
L002671,Santiago-Marshall,Real Estate,30.0,Event/Webinar,2025-02-20,5,True,3,4,False,
L002672,Jones-Kelley,Fintech,13.0,Outbound SDR,2024-06-06,1,False,1,1,False,
L002673,Reeves Group,Healthcare,13.0,Paid Search,2025-03-27,4,True,0,4,True,2025-04-07
L002674,Ruiz LLC,SaaS,105.0,Paid Search,2023-11-30,6,False,3,2,False,
L002675,Jackson Inc,Logistics,,Outbound SDR,2024-08-06,7,False,2,6,True,2024-10-27
L002676,"Garcia, Phillips and Nichols",Healthcare,107.0,Organic Search,2024-09-03,2,False,1,4,False,
L002677,Jackson-Powers,,33.0,Outbound SDR,2024-09-27,3,False,4,1,False,
L002678,Byrd and Sons,Consulting,,Paid Search,2025-01-05,2,False,1,1,False,
L002679,Howard-Robinson,Fintech,61.0,Referral,2025-11-15,4,True,2,4,True,2025-12-10
L002680,Stafford PLC,Media,,Outbound SDR,2025-03-05,4,False,1,2,True,2025-05-04
L002681,Ramos Inc,Manufacturing,,Event/Webinar,2026-05-14,9,True,3,4,True,2026-07-07
L002682,"Cain, Davidson and Moran",financial tech,74.0,Outbound SDR,2025-01-24,4,False,1,4,False,
L002683,Myers LLC,Consulting,45.0,Paid Search,2025-06-08,4,False,1,5,False,
L002684,Williams-Smith,Logistics,358.0,Organic Search,2023-03-24,3,False,1,3,True,2023-05-28
L002685,Wang-Mcfarland,Education,118.0,Outbound SDR,2024-04-04,4,True,2,2,False,
L002686,Kerr-Gonzalez,Health Care,534.0,Outbound SDR,2025-12-15,3,False,1,1,True,2026-03-05
L002687,Fisher Inc,Real Estate,,Organic Search,2024-08-18,3,False,1,5,True,2024-10-16
L002688,Hoover-Frazier,Logistics,386.0,Organic Search,2025-09-05,2,False,2,7,True,2025-10-13
L002689,Walker Inc,healthcare,49.0,Paid Search,2024-09-07,3,False,4,4,False,
L002690,"Jackson, Jackson and Perry",Retail,206.0,Event/Webinar,2025-05-25,5,False,2,0,False,
L002691,Ochoa LLC,,81.0,Event/Webinar,2023-04-08,2,False,1,2,False,
L002692,"Sims, Weber and Villa",Real Estate,36.0,Organic Search,2023-04-03,4,False,3,4,False,
L002693,Mcmillan-Martinez,Real Estate,28.0,Organic Search ,2025-11-11,4,False,1,2,True,2026-01-04
L002694,Rodriguez LLC,Logistics,7.0,Organic Search,2025-08-09,3,True,1,3,False,
L002695,Smith Ltd,Consulting,,Referral,2024-12-28,3,True,2,3,False,
L002696,Smith-Lewis,Manufacturing,23.0,Event/Webinar,2023-06-17,2,False,1,7,True,2023-08-20
L002697,Jones LLC,SaaS,,Organic Search,2025-08-05,1,False,2,0,False,
L002698,"Hanson, Williams and Mcclure",Healthcare,30.0,Paid Search,2025-03-15,7,False,0,2,False,
L002699,Turner-George,SaaS,1462.0,Organic Search,2025-05-02,1,True,2,2,True,2025-07-31
L002700,Marquez PLC,Manufacturing,186.0,Referral,2026-04-17,3,False,1,0,False,
L002701,King Inc,Media,155.0,Partner,2025-07-10,1,True,1,5,True,2025-09-27
L002702,"Nguyen, Mccoy and Price",Manufacturing,75.0,Referral,2024-01-19,5,True,2,6,True,2024-02-15
L002703,"Anderson, Thompson and Gill",,14.0,Organic Search,2026-05-22,1,True,1,3,True,2026-06-24
L002704,"Stewart, York and Olson",Fintech,201.0,Outbound SDR,2025-12-30,2,False,1,1,False,
L002705,Smith-Barr,SaaS,104.0,Organic Search,2025-03-19,2,True,2,3,True,2025-04-02
L002706,Reyes-Davidson,SaaS,1094.0,Paid Search,2025-09-04,4,False,0,2,False,
L002707,Gordon Ltd,Media,,Partner,2025-04-09,1,False,1,6,True,2025-07-02
L002708,Hall PLC,Consulting,319.0,Partner,2025-09-23,2,False,1,2,True,2025-10-31
L002709,Parker Ltd,Consulting,1693.0,Event/Webinar,2025-01-08,1,True,3,6,False,
L002710,Todd-Harvey,Logistics,45.0,Referral,2023-06-29,8,False,2,1,False,
L002711,Taylor Group,Healthcare,12.0,Paid Search,2023-01-29,2,True,2,4,False,
L002712,Harris-Bennett,Retail,19.0,Organic Search,2023-02-02,4,False,2,1,False,
L002713,"Johnson, Mclean and George",Retail,50.0,Organic Search,2024-03-04,2,False,1,2,False,
L002714,Stevenson-Murphy,Media,,Partner,2023-10-25,3,False,0,5,False,
L002715,Stewart-Buchanan,Retail,315.0,Outbound SDR,2026-07-06,2,False,3,2,False,
L002716,Meyer Group,Real Estate,59.0,Paid Search,2023-06-26,3,False,0,2,False,
L002717,"Hess, Christensen and Perez",Manufacturing,,Outbound SDR,2023-10-31,2,False,1,1,False,
L002718,"Rivera, Allen and Ryan",,46.0,Outbound SDR,2023-02-14,6,False,4,2,False,
L002719,"Mcneil, Solis and Horton",Fintech,205.0,Paid Search,2023-11-09,3,True,0,3,True,2024-02-06
L002720,Franklin Group,Media,54.0,Outbound SDR,2025-08-23,2,False,2,3,False,
L002721,"Morris, Ramos and Smith",SaaS,60.0,Outbound SDR,2026-04-13,2,True,3,3,True,2026-05-14
L002722,Jones-Lee,Retail,57.0,Referral,2026-03-12,4,False,0,7,True,2026-05-01
L002723,"Braun, Mays and Martinez",SAAS,87.0,Referral,2023-01-17,3,False,1,4,False,
L002724,Watkins and Sons,,42.0,Partner,2025-06-03,1,True,1,5,False,
L002725,Romero Group,Logistics,539.0,Outbound SDR,2026-03-31,2,False,1,4,False,
L002726,"Mcdonald, Martin and Gonzalez",,24.0,Partner,2026-02-09,4,False,2,6,False,
L002727,Thompson-Wright,Manufacturing,41.0,Organic Search,2025-09-25,4,False,3,4,True,2025-11-15
L002728,Ray-Faulkner,Media,10.0,Event/Webinar,2026-04-25,2,True,0,3,True,2026-07-12
L002729,Nelson Group,Media,40.0,Paid Search,2023-05-05,7,False,1,6,False,
L002730,Tapia LLC,Real Estate,20.0,Organic Search,2025-05-14,4,False,1,2,False,
L002731,Gray-Ruiz,Consulting,,Referral,2026-02-07,2,True,1,2,True,2026-02-15
L002732,Wagner-Moss,Manufacturing,12.0,Partner,2025-05-04,4,False,3,2,False,
L002733,Weiss Group,Media,125.0,Organic Search,2025-10-10,3,True,1,1,True,2025-12-28
L002734,Gill Group,Education,56.0,Outbound SDR,2025-06-12,4,False,1,9,False,
L002735,Blake LLC,SaaS,59.0,Paid Search,2024-08-12,2,False,1,4,True,2024-09-05
L002736,"Medina, Tran and Thompson",Media,108.0,Referral,2025-06-16,4,True,2,1,True,2025-07-15
L002737,Ford-Chavez,Real Estate,586.0,Paid Search,2026-04-18,2,False,2,2,False,
L002738,Hart-Castillo,Education,104.0,Event/Webinar,2025-08-17,2,False,3,2,True,2025-09-02
L002739,Taylor-Harrison,Manufacturing,83.0,Partner,2025-03-10,1,True,1,1,True,2025-05-02
L002740,Hendricks Inc,Education,,Outbound SDR,2023-11-28,3,False,0,6,False,
L002741,Hensley Ltd,Consulting,89.0,Paid Search,2024-08-01,2,False,1,5,True,2024-10-28
L002742,"Brooks, Sullivan and Perry",Fintech,132.0,Partner,2025-09-15,4,False,2,4,False,
L002743,Waller-Brooks,Healthcare,35.0,Paid Search,2024-02-13,1,True,3,2,False,
L002744,Parker-Archer,Health Care,423.0,Event/Webinar,2025-10-04,3,False,2,4,False,
L002745,Ortiz Inc,,,Outbound SDR,2025-10-08,3,False,2,3,True,2025-11-15
L002746,Cruz PLC,Retail,236.0,Paid Search,2026-02-14,6,False,1,8,False,
L002747,Lee Group,Software,176.0,Organic Search,2025-01-04,4,True,1,3,True,2025-02-06
L002748,Wise-Walton,Education,101.0,Partner,2023-11-21,3,True,1,4,False,
L002749,Hicks-Burns,Healthcare,47.0,Event/Webinar,2023-03-07,4,False,0,2,False,
L002750,"Richardson, Brown and Cruz",Fintech,38.0,Referral,2025-05-31,7,True,1,1,True,2025-06-14
L002751,Fitzgerald-Allen,Consulting,51.0,Paid Search,2023-09-05,3,False,2,1,True,2023-11-15
L002752,Dorsey LLC,Retail,19.0,Outbound SDR,2024-06-12,1,False,0,2,False,
L002753,"Mann, Johnson and Wade",,2063.0,Referral,2023-04-06,5,False,1,2,True,2023-06-16
L002754,Green Group,Manufacturing,79.0,Paid Search,2025-11-21,6,True,2,4,True,2026-02-06
L002755,"Hernandez, Wright and Lane",financial tech,,Partner,2023-04-14,4,True,3,2,False,
L002756,"Skinner, Smith and Wise",Media,7.0,Outbound SDR,2023-08-16,3,False,1,3,False,
L002757,"Dawson, Cruz and Mccarthy",Fintech,30.0,Event/Webinar,2026-06-02,1,False,3,3,False,
L002758,Stone and Sons,Fintech,173.0,Event/Webinar,2023-03-27,4,False,2,2,False,
L002759,Martin-Simmons,Real Estate,277.0,Organic Search,2023-12-09,2,False,2,2,True,2024-02-27
L002760,"Turner, Ponce and Barrett",Fintech,,Paid Search,2025-01-10,5,True,0,4,False,
L002761,Willis-Gross,Healthcare,,Partner,2024-08-21,2,False,2,2,False,
L002762,"Booth, Rodriguez and Armstrong",Media,566.0,Event/Webinar,2025-10-17,4,True,2,2,False,
L002763,Olsen-Adams,Fintech,488.0,Paid Search,2026-08-18,2,False,2,0,False,
L002764,Conrad Group,Education,21.0,Referral,2023-10-10,6,True,1,3,False,
L002765,"Parker, Benitez and Velasquez",Fintech,46.0,Paid Search,2025-06-18,4,False,2,7,False,
L002766,Davis Ltd,,,Organic Search,2024-05-17,6,False,1,4,False,
L002767,Warren-Pena,Media,202.0,Referral,2024-08-10,3,False,2,3,False,
L002768,"Jordan, Thompson and Lopez",Real Estate,,Paid Search,2023-06-24,8,False,2,4,True,2023-07-28
L002769,Gonzalez and Sons,Education,145.0,Partner,2025-04-29,4,False,1,4,False,
L002770,"Fry, Hayes and Olsen",Education,44.0,Partner,2024-05-17,3,False,1,3,False,
L002771,Harris Ltd,Healthcare,28.0,Event/Webinar,2025-05-13,2,True,1,4,False,
L002772,Lamb and Sons,Retail,83.0,Paid Search,2025-05-28,1,True,0,2,False,
L002773,Bird-Savage,Logistics,527.0,Outbound SDR,2025-07-28,1,True,0,2,False,
L002774,Sims-Weber,Real Estate,93.0,Partner,2025-01-10,4,False,2,2,False,
L002775,"Martin, Carter and Gray",SaaS,60.0,Outbound SDR,2023-10-26,5,False,2,3,False,
L002776,Brown-Johnson,SaaS,5.0,Partner,2025-11-25,2,False,1,4,False,
L002777,Woods Ltd,financial tech,168.0,Organic Search,2024-11-23,3,True,3,3,True,2025-01-02
L002778,Smith LLC,Logistics,27.0,Paid Search,2025-06-07,1,False,1,6,False,
L002779,Ortega Inc,saas ,33.0,Outbound SDR,2023-03-17,4,True,2,4,False,
L002780,Clark Inc,Healthcare,440.0,Event/Webinar,2023-04-29,1,False,2,3,False,
L002781,Morrison-Hatfield,Real Estate,71.0,Referral,2025-05-08,5,False,1,2,True,2025-06-28
L002782,Frederick-Kennedy,,32.0,Referral,2024-10-04,6,True,1,5,False,
L002783,Munoz-Rogers,Education,102.0,organic-search,2024-07-26,4,True,1,4,False,
L002784,"Wu, Key and Montoya",Real Estate,75.0,Event/Webinar,2023-10-28,6,True,3,2,False,
L002785,Ortega-Gray,Logistics,102.0,Outbound SDR,2026-08-11,1,False,0,1,False,
L002786,Hester LLC,Retail,274.0,Event/Webinar,2026-07-02,4,False,0,3,False,
L002787,Smith Ltd,Consulting,,Partner,2025-06-24,3,True,0,4,False,
L002788,Hardy-Barron,Education,73.0,Partner,2025-04-08,4,False,0,3,False,
L002789,Johnson Inc,Retail,107.0,Referral,2023-06-22,3,False,3,2,True,2023-06-26
L002790,"Ramirez, Lyons and Briggs",Real Estate,46.0,Referral,2025-03-09,3,True,2,2,False,
L002791,Hayes-Parks,Health Care,203.0,Event/Webinar,2026-01-12,3,True,1,2,False,
L002792,Robertson-Keller,Manufacturing,90.0,Paid Search,2023-07-10,5,False,0,3,False,
L002793,Andersen LLC,Real Estate,83.0,Event/Webinar,2024-10-01,3,False,1,1,False,
L002794,Schultz Inc,Real Estate,374.0,Referral,2026-07-25,4,False,3,3,True,2026-08-04
L002795,"Nguyen, Wallace and Lawson",SaaS,134.0,Organic Search,2026-01-10,2,False,4,3,True,2026-03-26
L002796,Stevenson-Bauer,Manufacturing,53.0,Paid Search,2024-09-14,5,False,1,1,False,
L002797,Patterson-Huynh,Logistics,25.0,Event/Webinar,2023-08-15,3,False,1,2,True,2023-08-22
L002798,Hatfield-Vincent,Education,145.0,Referral,2026-07-08,4,False,0,3,True,2026-08-09
L002799,Navarro LLC,Education,610.0,Organic Search,2023-04-08,2,False,1,3,True,2023-06-30
L002800,"Lee, Thomas and Meyer",Fintech,,Outbound SDR,2024-09-02,4,True,2,1,True,2024-11-14
L002801,"Glover, Moran and Johnson",SaaS,110.0,Outbound SDR,2024-11-25,3,False,1,1,True,2024-12-25
L002802,Robles-Turner,Consulting,146.0,Event/Webinar,2026-07-09,2,False,3,0,False,
L002803,"Davies, Archer and Owens",Real Estate,80.0,Event/Webinar,2024-04-23,1,False,2,3,True,2024-06-06
L002804,Friedman-Olson,Manufacturing,2.0,Referral,2026-03-19,5,False,2,3,True,2026-06-13
L002805,"Allen, Lewis and Mullins",Healthcare,25.0,Partner,2025-02-12,3,False,0,2,False,
L002806,"Graves, Garcia and Holder",Real Estate,533.0,Partner,2024-05-22,5,False,3,5,False,
L002807,Martin LLC,Fintech,37.0,Referral,2025-11-23,2,False,0,5,False,
L002808,Miranda-Robinson,,962.0,Paid Search,2025-01-09,3,False,2,3,False,
L002809,Wade-Lynn,Media,105.0,organic-search,2023-10-28,3,False,2,3,False,
L002810,"Martinez, Taylor and Nichols",Logistics,136.0,Outbound SDR,2023-06-17,3,False,2,4,True,2023-06-28
L002811,"Vasquez, Pope and Cook",SaaS,294.0,Outbound SDR,2023-09-24,4,False,1,1,False,
L002812,Huynh PLC,Media,63.0,Paid Search,2025-07-02,4,False,1,0,False,
L002813,Schneider Group,,,Referral,2025-12-13,3,True,1,0,True,2026-02-02
L002814,"Paul, Hardy and Valdez",Consulting,86.0,Event/Webinar,2025-11-28,2,True,3,6,True,2026-01-17
L002815,"Burch, Kim and Hall",Manufacturing,905.0,Event/Webinar,2025-10-18,1,False,2,1,True,2026-01-07
L002816,Wilson-Miller,Logistics,,Outbound SDR,2025-09-29,2,True,3,1,False,
L002817,Peterson PLC,Logistics,139.0,Paid Search,2023-10-23,3,False,0,0,False,
L002818,Garner Inc,Real Estate,39.0,Paid Search,2025-09-19,1,True,4,4,True,2025-11-16
L002819,"Richardson, Castaneda and Finley",Healthcare,200.0,Partner,2025-11-17,1,False,0,6,True,2026-01-23
