ticket_id,account_id,opened_date,severity,resolved,resolution_time_days
T001994,A000237,2024-12-07 19:03:27.426847,High,True,6.9
T001995,A000237,2025-01-06 01:56:21.906172,High,False,
T001996,A000237,2024-10-23 12:15:29.419793,Medium,False,
T001997,A000237,2024-09-08 11:07:36.058796,Medium,True,5.0
T001998,A000237,2025-01-02 17:02:49.073025,Low,False,
T001999,A000237,2024-09-08 17:19:15.972969,High,True,2.2
T002000,A000237,2025-01-13 15:20:59.870676,High,True,4.2
T002001,A000237,2024-09-17 14:17:55.141075,High,True,6.6
T002002,A000238,2025-11-15 15:52:42.421721,Low,True,6.6
T002003,A000238,2026-08-25 06:57:27.227184,Low,True,4.0
T002004,A000238,2025-06-15 12:02:43.200669,High,True,3.3
T002005,A000238,2025-09-29 02:04:12.394988,Low,True,2.9
T002006,A000238,2026-08-03 18:17:29.952936,High,True,4.1
T002007,A000238,2026-07-31 19:07:44.959089,High,True,3.3
T002008,A000238,2025-07-27 04:16:22.213881,Low,True,6.4
T002009,A000238,2025-04-30 16:44:36.240219,Low,True,4.2
T002010,A000238,2025-09-26 19:34:29.415056,Medium,True,0.7
T002011,A000238,2026-07-05 10:30:53.948003,Medium,True,4.2
T002012,A000239,2026-05-27 13:33:17.744652,High,True,9.2
T002013,A000239,2026-07-17 08:30:44.472951,Low,True,2.7
T002014,A000239,2026-05-24 01:57:40.880714,Medium,False,
T002015,A000239,2026-06-24 21:39:06.054433,Medium,False,
T002016,A000239,2026-08-17 19:20:29.287675,Medium,False,
T002017,A000239,2026-08-13 03:53:01.964723,High,False,
T002018,A000239,2026-06-27 10:20:34.105302,High,True,4.2
T002019,A000239,2026-07-03 01:25:12.441424,Low,True,1.1
T002020,A000239,2026-05-14 01:50:13.023637,Medium,True,3.3
T002021,A000240,2025-12-02 10:25:04.393723,High,True,4.5
T002022,A000240,2026-04-29 14:58:35.953533,Medium,True,5.2
T002023,A000240,2025-05-23 06:25:51.210518,High,True,1.6
T002024,A000240,2024-12-06 22:27:09.976590,Low,True,0.8
T002025,A000240,2026-07-29 04:07:10.011459,Low,True,1.3
T002026,A000240,2024-11-21 01:19:33.755816,High,True,2.8
T002027,A000241,2026-08-11 21:27:34.958742,High,True,3.6
T002028,A000241,2026-08-24 13:28:33.547951,Medium,True,0.8
T002029,A000242,2024-08-04 18:45:59.487636,High,False,
T002030,A000242,2026-03-29 07:46:52.060463,Low,True,3.3
T002031,A000242,2026-01-30 12:22:08.437644,Low,True,3.4
T002032,A000242,2023-09-27 18:02:29.762339,,True,9.4
T002033,A000242,2026-02-11 20:36:14.902119,Low,True,1.9
T002034,A000242,2024-06-06 02:03:52.883281,High,True,3.5
T002035,A000242,2024-12-14 16:23:39.370474,Low,True,6.1
T002036,A000242,2026-03-13 15:46:37.718717,High,True,0.4
T002037,A000242,2025-04-05 06:29:14.141040,Medium,True,4.7
T002038,A000242,2026-08-25 10:19:17.631415,Medium,True,10.1
T002039,A000242,2023-12-25 20:22:39.238662,Low,True,10.9
T002040,A000242,2023-09-02 06:35:52.625393,Medium,True,2.5
T002041,A000242,2024-07-11 14:15:54.506647,High,True,2.7
T002042,A000242,2024-05-29 07:15:57.358424,Medium,True,5.4
T002043,A000242,2024-01-15 17:18:02.409442,Low,True,2.6
T002044,A000242,2025-09-08 18:21:25.726592,Medium,True,1.3
T002045,A000242,2025-07-28 13:57:19.880912,Low,True,7.5
T002046,A000243,2024-08-23 20:50:08.585556,High,True,3.7
T002047,A000243,2024-06-11 17:43:32.904460,Low,True,1.3
T002048,A000243,2024-07-19 10:44:21.406273,High,True,5.1
T002049,A000243,2024-05-12 04:09:59.414481,High,True,0.9
T002050,A000243,2024-06-04 00:20:28.406114,,True,3.2
T002051,A000243,2024-07-28 22:28:53.840280,High,True,6.3
T002052,A000243,2024-09-17 03:12:15.530806,High,True,4.0
T002053,A000243,2024-07-07 10:00:39.048887,Medium,True,1.6
T002054,A000243,2024-03-09 14:16:57.742778,Low,True,4.3
T002055,A000243,2024-04-04 06:38:21.854299,High,False,
T002056,A000243,2024-05-09 21:59:34.828334,Medium,True,2.9
T002057,A000243,2024-06-09 09:05:15.533082,Medium,True,1.2
T002058,A000243,2024-08-02 13:13:37.506586,Medium,False,
T002059,A000244,2025-11-09 03:02:41.104079,Medium,False,
T002060,A000245,2026-03-08 17:09:19.476384,Medium,True,5.1
T002061,A000245,2026-07-20 19:29:41.066398,Medium,True,8.3
T002062,A000245,2025-12-05 11:27:44.689733,Medium,True,3.6
T002063,A000245,2026-07-13 16:07:49.268174,Low,True,3.9
T002064,A000245,2026-03-31 05:59:31.176142,Medium,True,2.9
T002065,A000245,2025-11-22 20:58:09.245141,Medium,True,0.4
T002066,A000245,2025-10-10 05:51:32.892526,High,True,3.5
T002067,A000245,2025-11-21 06:53:24.222386,,True,6.5
T002068,A000245,2025-08-30 05:00:47.412285,Medium,True,2.1
T002069,A000245,2025-08-21 10:44:23.021627,Low,False,
T002070,A000245,2025-11-13 05:43:49.673894,Medium,True,4.2
T002071,A000246,2026-06-29 03:04:13.011771,Medium,True,2.6
T002072,A000247,2026-05-27 03:22:27.998317,Medium,True,9.4
T002073,A000247,2026-07-29 17:43:07.524410,Low,True,5.3
T002074,A000247,2026-06-21 21:57:49.283008,Low,True,7.0
T002075,A000247,2026-07-14 02:59:11.258515,Medium,True,17.2
T002076,A000248,2026-06-16 13:06:30.862133,Low,True,8.7
T002077,A000248,2026-04-13 11:23:12.412154,Medium,False,
T002078,A000248,2026-08-27 00:46:14.681358,Medium,True,0.6
T002079,A000248,2026-04-04 14:35:05.782072,Low,True,3.2
T002080,A000249,2023-11-07 22:45:10.446243,Medium,True,1.9
T002081,A000249,2023-10-19 18:13:31.512084,Medium,True,1.6
T002082,A000249,2025-02-08 22:53:10.863331,Low,True,3.6
T002083,A000249,2025-06-26 14:17:09.705715,Low,True,5.2
T002084,A000249,2026-08-30 08:19:46.676414,Low,True,10.7
T002085,A000249,2023-11-23 18:50:58.580119,Low,True,6.3
T002086,A000249,2025-11-30 06:47:07.396093,Low,True,6.1
T002087,A000249,2024-08-15 11:40:35.535039,Low,True,4.8
T002088,A000249,2026-04-20 06:57:44.769942,Medium,True,3.9
T002089,A000249,2023-09-26 20:46:45.896151,Low,True,3.6
T002090,A000249,2026-05-21 22:18:28.456860,Medium,True,4.3
T002091,A000249,2025-04-16 20:55:18.529788,,True,2.7
T002092,A000249,2024-11-24 15:16:28.963237,High,True,1.5
T002093,A000249,2026-06-15 02:22:59.332935,Low,True,2.3
T002094,A000249,2024-12-13 11:45:12.001202,Medium,True,1.4
T002095,A000249,2024-06-23 19:21:46.363735,Low,True,2.9
T002096,A000249,2025-03-30 16:05:47.036395,Medium,True,2.1
T002097,A000249,2026-07-24 21:39:07.149120,,True,4.6
T002098,A000249,2025-05-06 06:27:17.084021,Low,False,
T002099,A000249,2025-05-03 05:50:49.136306,High,True,3.7
T002100,A000251,2025-04-20 17:20:37.865864,Low,True,4.6
T002101,A000251,2025-03-26 16:19:27.696296,Medium,True,7.0
T002102,A000251,2025-07-07 23:11:36.306136,Medium,True,3.7
T002103,A000251,2025-07-12 02:28:30.002263,High,False,
T002104,A000251,2025-07-02 07:19:37.031929,High,True,3.9
T002105,A000251,2025-07-23 17:49:18.811020,High,True,4.5
T002106,A000251,2025-02-14 15:59:58.949984,Medium,True,7.8
T002107,A000251,2025-04-11 15:59:28.825712,High,False,
T002108,A000251,2025-05-24 03:23:22.743714,Low,True,20.4
T002109,A000251,2025-05-16 13:21:18.507796,Medium,False,
T002110,A000251,2025-04-24 20:59:31.533692,Medium,False,
T002111,A000251,2025-07-06 18:42:09.679639,Low,True,12.0
T002112,A000251,2024-11-23 02:52:24.490793,,False,
T002113,A000251,2025-03-25 16:34:55.085399,Low,True,7.1
T002114,A000251,2025-05-09 18:23:13.301694,High,True,1.8
T002115,A000251,2025-06-29 01:39:23.231572,High,True,0.4
T002116,A000251,2025-01-09 09:41:57.514361,High,True,1.5
T002117,A000251,2025-05-16 11:20:24.299520,High,True,4.4
T002118,A000252,2026-05-03 15:53:42.023051,High,False,
T002119,A000252,2026-04-23 20:24:18.835322,Low,True,2.0
T002120,A000252,2026-04-06 22:59:05.625130,Medium,True,2.4
T002121,A000252,2026-08-15 07:04:49.141894,Low,True,4.4
T002122,A000252,2026-06-12 14:38:01.099936,Medium,True,4.7
T002123,A000252,2026-07-27 04:31:59.092153,Low,True,7.2
T002124,A000252,2026-05-29 13:22:54.111235,,True,6.1
T002125,A000253,2024-03-23 21:49:17.898177,High,True,3.3
T002126,A000253,2023-08-24 13:24:18.699544,High,True,3.6
T002127,A000253,2023-10-28 00:54:31.411799,High,True,2.7
T002128,A000253,2024-01-30 06:40:32.575202,Low,False,
T002129,A000253,2023-10-20 00:00:36.063628,High,True,0.2
T002130,A000253,2023-10-31 19:29:21.368535,High,True,3.7
T002131,A000253,2023-07-16 09:01:46.953196,Medium,True,0.3
T002132,A000253,2023-10-07 02:10:39.739971,Medium,True,4.5
T002133,A000253,2024-01-26 05:52:26.747549,Medium,True,4.7
T002134,A000253,2024-02-07 00:56:03.244541,High,True,1.5
T002135,A000253,2024-02-15 04:52:27.010359,,False,
T002136,A000253,2023-12-03 16:40:54.045708,High,True,0.8
T002137,A000253,2023-11-30 15:46:59.039806,High,False,
T002138,A000253,2024-03-18 23:51:05.953300,Medium,False,
T002139,A000253,2023-08-13 16:49:46.899612,Medium,True,1.4
T002140,A000254,2026-04-30 18:46:36.880396,Low,True,5.1
T002141,A000254,2024-10-21 17:51:11.037181,Medium,True,5.0
T002142,A000254,2026-08-26 14:28:02.400259,Low,True,2.0
T002143,A000254,2025-02-08 09:17:34.754939,Low,True,1.1
T002144,A000254,2026-05-23 05:47:01.292736,Low,False,
T002145,A000254,2026-01-04 09:31:42.660498,Medium,True,14.4
T002146,A000254,2024-09-06 22:11:34.306718,Low,True,1.9
T002147,A000254,2025-05-30 19:38:25.515974,Medium,True,2.3
T002148,A000254,2026-01-11 18:12:04.734707,High,True,6.4
T002149,A000255,2026-01-23 04:13:05.876036,Low,True,3.0
T002150,A000255,2025-11-18 04:17:50.570972,,True,0.3
T002151,A000255,2026-04-23 15:09:15.714924,Low,True,8.9
T002152,A000255,2026-07-02 05:14:14.080362,Low,True,2.6
T002153,A000255,2026-01-13 22:20:05.324742,High,True,4.0
T002154,A000256,2026-04-10 05:02:55.143632,Low,True,2.2
T002155,A000256,2024-07-26 04:49:52.244334,Medium,True,2.0
T002156,A000256,2024-02-06 16:01:06.710226,Low,True,4.6
T002157,A000256,2024-07-31 21:45:01.877080,Medium,False,
T002158,A000256,2025-05-17 11:02:38.260766,,True,4.7
T002159,A000256,2024-09-19 20:33:53.565004,Low,True,1.5
T002160,A000256,2025-05-18 01:36:39.555255,,False,
T002161,A000256,2026-03-04 05:01:53.286530,Medium,True,2.8
T002162,A000256,2025-02-21 13:11:50.319651,Low,True,5.5
T002163,A000256,2026-03-29 06:28:35.372382,Low,False,
T002164,A000256,2026-08-23 02:26:50.596664,Low,True,1.6
T002165,A000256,2024-10-26 05:41:54.071792,Medium,True,8.5
T002166,A000256,2026-05-11 11:38:24.428232,High,True,1.8
T002167,A000256,2025-08-12 07:22:54.619972,Medium,True,4.9
T002168,A000256,2026-04-02 20:42:04.860874,Medium,True,0.6
T002169,A000257,2025-09-24 18:47:30.998754,Medium,True,0.7
T002170,A000257,2025-11-10 22:01:58.150852,Medium,True,2.3
T002171,A000257,2025-12-05 08:12:57.832324,Medium,True,2.5
T002172,A000258,2026-08-09 02:52:56.953052,Medium,True,4.3
T002173,A000259,2024-04-19 23:07:38.392569,,True,5.8
T002174,A000259,2026-03-08 22:04:22.655043,Medium,True,1.9
T002175,A000259,2023-12-04 01:14:59.233972,Low,True,7.3
T002176,A000259,2026-04-25 07:45:34.552088,Medium,True,1.3
T002177,A000259,2024-11-11 22:24:46.436031,Low,True,1.5
T002178,A000259,2023-12-08 23:01:44.702054,Low,True,2.5
T002179,A000259,2026-08-01 07:55:30.733348,Medium,True,0.9
T002180,A000259,2025-06-03 21:55:48.683947,,True,6.3
T002181,A000259,2024-12-25 06:49:08.409779,Low,False,
T002182,A000259,2025-08-19 06:34:44.641137,Low,True,2.0
T002183,A000259,2025-03-28 03:20:24.863245,Medium,True,4.7
T002184,A000259,2024-11-04 16:54:21.214838,,True,5.4
T002185,A000259,2024-02-16 11:06:47.372468,High,True,7.8
T002186,A000259,2024-09-15 14:43:49.809000,High,True,0.5
T002187,A000259,2025-01-01 19:41:28.892015,,True,3.9
T002188,A000260,2026-03-16 20:25:29.361901,Medium,True,3.6
T002189,A000260,2025-07-14 09:50:28.279681,Low,True,5.0
T002190,A000260,2025-08-05 17:06:37.641003,Low,True,1.1
T002191,A000260,2026-08-17 00:04:32.723160,Low,True,6.4
T002192,A000260,2026-03-06 21:55:38.890773,Low,True,3.4
T002193,A000260,2025-05-21 11:28:31.376536,High,True,1.1
T002194,A000260,2026-03-23 10:16:47.890321,Low,True,5.6
T002195,A000260,2026-02-13 01:41:23.826565,Low,True,1.6
T002196,A000260,2026-02-10 06:05:32.238769,Medium,True,3.6
T002197,A000260,2026-08-16 04:05:42.549214,Medium,True,1.1
T002198,A000260,2025-05-03 22:02:01.735649,High,True,2.9
T002199,A000261,2026-04-28 00:51:18.429712,High,False,
T002200,A000261,2026-08-05 02:51:04.147909,Medium,True,0.9
T002201,A000263,2024-10-09 13:38:05.781789,Medium,True,3.9
T002202,A000263,2024-01-06 03:57:08.473667,Low,True,1.7
T002203,A000263,2026-06-08 19:18:04.013122,,True,5.9
T002204,A000263,2025-08-30 05:41:06.269459,Medium,True,3.3
T002205,A000263,2025-04-06 22:21:46.276246,Low,True,2.7
T002206,A000263,2026-05-15 17:17:27.943517,Low,True,1.5
T002207,A000263,2023-12-31 21:12:57.069108,Low,True,3.6
T002208,A000263,2026-02-27 00:01:07.765210,Low,True,2.0
T002209,A000263,2026-07-08 10:45:46.599355,Low,True,5.9
T002210,A000263,2024-04-06 16:00:48.841504,Low,True,5.4
T002211,A000263,2024-06-20 02:03:04.350809,Low,True,1.6
T002212,A000263,2025-11-09 18:57:35.731449,,True,5.1
T002213,A000263,2025-12-02 10:35:56.135500,Low,True,3.5
T002214,A000263,2024-10-07 17:59:35.941812,High,True,3.4
T002215,A000263,2026-03-26 17:03:00.299030,Medium,True,9.0
T002216,A000263,2025-04-15 20:55:05.170131,Low,True,7.8
T002217,A000264,2026-02-10 09:23:31.306415,Medium,True,6.2
T002218,A000264,2026-02-27 09:59:34.616037,Medium,True,14.4
T002219,A000264,2026-06-05 11:48:53.569203,Low,True,5.5
T002220,A000264,2026-02-06 09:23:37.775037,Medium,True,1.2
T002221,A000264,2026-04-22 09:02:10.584515,Low,True,5.5
T002222,A000264,2026-04-10 00:54:02.857381,Medium,True,1.9
T002223,A000264,2025-12-13 16:10:13.250276,Medium,True,0.6
T002224,A000264,2026-02-05 18:46:04.705730,High,True,3.5
T002225,A000265,2026-05-05 20:01:07.318521,,True,3.9
T002226,A000265,2026-08-16 13:27:32.456470,Medium,False,
T002227,A000266,2025-08-17 18:52:31.983428,Low,True,1.9
T002228,A000266,2025-11-29 04:56:17.238037,Medium,False,
T002229,A000266,2025-08-14 22:01:21.292475,Medium,True,2.5
T002230,A000266,2025-12-09 00:44:41.425907,Medium,True,5.1
T002231,A000266,2025-12-15 06:20:44.386591,High,True,4.9
T002232,A000266,2025-12-09 02:32:17.123066,Medium,True,8.5
T002233,A000266,2025-11-02 22:04:27.831787,High,True,3.3
T002234,A000267,2026-08-08 11:08:19.560845,High,False,
T002235,A000267,2026-07-17 12:44:01.571521,Medium,True,4.4
T002236,A000267,2026-07-03 13:08:04.697330,,True,6.4
T002237,A000267,2026-06-16 18:03:29.665049,High,False,
T002238,A000267,2026-07-02 00:54:50.216796,Low,True,1.3
T002239,A000267,2026-04-26 15:50:57.259111,High,True,4.3
T002240,A000267,2026-06-14 05:33:51.102713,Medium,True,4.6
T002241,A000267,2026-05-07 04:26:08.070774,Medium,True,1.0
T002242,A000267,2026-07-02 15:30:36.855479,Medium,True,2.3
T002243,A000267,2026-06-11 16:45:04.413383,Medium,True,3.1
T002244,A000269,2025-03-16 03:27:34.403425,Medium,True,3.4
T002245,A000269,2025-08-26 17:30:47.194213,Low,True,2.8
T002246,A000269,2026-05-17 06:33:30.475447,Low,True,0.2
T002247,A000269,2025-01-23 14:35:26.329738,Medium,True,2.7
T002248,A000269,2026-05-19 19:48:25.930742,High,True,2.7
T002249,A000269,2026-03-17 16:19:28.065129,Low,True,1.9
T002250,A000269,2025-07-15 19:59:48.246611,Low,True,3.8
T002251,A000269,2026-06-04 18:18:02.301218,Low,True,5.9
T002252,A000269,2026-07-07 02:46:02.906163,Medium,True,5.7
T002253,A000269,2026-04-09 07:47:38.482445,Medium,True,3.0
T002254,A000269,2025-08-24 22:36:18.141258,Low,True,3.0
T002255,A000270,2026-07-30 05:46:21.054726,Medium,True,5.7
T002256,A000270,2025-11-15 08:40:57.861231,Medium,True,3.4
T002257,A000271,2026-06-02 04:40:31.671993,Medium,True,1.6
T002258,A000271,2026-05-13 03:10:45.028002,Low,True,1.3
T002259,A000271,2026-03-31 20:22:23.890856,Low,True,3.3
T002260,A000271,2026-04-06 21:22:01.632617,Low,True,2.1
T002261,A000271,2026-06-21 05:10:00.705573,Low,False,
T002262,A000271,2026-06-08 17:01:56.245126,Medium,False,
T002263,A000272,2026-08-25 05:52:08.668514,Low,True,1.2
T002264,A000273,2025-10-05 01:52:05.547926,Medium,False,
T002265,A000273,2026-02-26 20:44:49.675528,Medium,True,3.4
T002266,A000273,2025-10-09 07:56:44.966856,Low,True,3.1
T002267,A000273,2026-01-17 14:59:04.022194,Low,True,5.3
T002268,A000273,2025-12-02 19:43:47.934794,Low,True,3.6
T002269,A000273,2025-07-09 02:09:56.775358,High,True,0.4
T002270,A000273,2025-08-09 17:28:55.679117,Medium,True,3.0
T002271,A000273,2025-10-13 22:14:43.069614,Medium,False,
T002272,A000273,2025-10-06 14:03:38.035351,,True,2.5
T002273,A000273,2025-07-03 18:07:46.546674,Low,True,4.1
T002274,A000273,2025-10-08 16:32:18.334470,Medium,True,3.0
T002275,A000273,2025-11-15 21:18:58.109484,Medium,False,
T002276,A000273,2025-12-25 08:17:48.305789,Low,True,0.4
T002277,A000273,2026-02-16 22:38:35.267072,,True,4.3
T002278,A000273,2025-07-31 09:15:58.576718,Medium,False,
T002279,A000273,2025-12-11 09:22:04.619050,Medium,False,
T002280,A000273,2025-07-09 11:03:46.373252,High,False,
T002281,A000273,2026-02-03 06:36:30.014979,High,False,
T002282,A000274,2026-07-21 09:12:27.352611,Low,True,1.5
T002283,A000275,2025-08-03 23:48:49.769650,Medium,True,3.5
T002284,A000275,2026-03-09 14:41:39.430784,Medium,True,4.8
T002285,A000275,2026-04-08 09:45:24.273180,Medium,True,8.8
T002286,A000275,2026-01-17 06:11:58.622030,Medium,True,6.7
T002287,A000275,2026-08-15 13:36:28.442839,Low,True,8.9
T002288,A000275,2025-07-23 10:14:27.259545,Low,True,4.0
T002289,A000275,2026-02-07 20:39:10.209167,Low,True,1.6
T002290,A000275,2026-07-18 22:54:41.372911,Medium,True,3.7
T002291,A000276,2026-08-12 04:47:27.905090,Low,True,6.0
T002292,A000276,2025-10-25 05:34:57.869560,Medium,True,6.4
T002293,A000276,2026-01-13 17:19:23.390340,High,True,9.8
T002294,A000276,2025-12-28 14:43:50.516141,Medium,True,4.1
T002295,A000276,2025-11-06 14:35:46.857672,Low,True,1.5
T002296,A000277,2026-06-14 03:29:27.539410,Low,True,0.7
T002297,A000277,2025-12-03 11:56:31.962634,Medium,True,6.4
T002298,A000277,2026-04-23 21:49:51.578044,Low,False,
T002299,A000277,2025-10-13 05:58:16.879541,High,True,2.4
T002300,A000278,2026-02-27 02:03:02.063623,,True,4.3
T002301,A000278,2026-07-30 11:09:20.080446,Medium,True,1.0
T002302,A000278,2026-01-08 12:35:04.655336,Medium,True,7.0
T002303,A000278,2026-05-26 12:31:00.053941,High,True,1.3
T002304,A000278,2024-11-03 13:08:28.052137,Low,True,2.4
T002305,A000278,2026-02-26 13:35:19.576846,Low,True,7.1
T002306,A000278,2024-12-30 13:00:20.414444,Medium,True,1.8
T002307,A000278,2025-10-02 02:10:22.613289,Low,True,7.6
T002308,A000278,2024-12-21 10:57:26.795292,Low,True,0.8
T002309,A000278,2025-01-30 07:17:54.892831,High,True,5.3
T002310,A000278,2025-01-02 02:27:09.253989,Low,True,2.5
T002311,A000278,2025-10-21 01:56:57.449228,Medium,True,12.3
T002312,A000278,2025-10-14 19:18:36.547100,Low,False,
T002313,A000278,2024-10-19 04:47:24.260365,Medium,True,6.7
T002314,A000278,2025-04-12 05:22:35.413545,Low,True,3.8
T002315,A000278,2024-05-15 08:31:25.047599,Medium,True,3.2
T002316,A000278,2026-06-25 20:43:36.106243,High,True,1.3
T002317,A000279,2024-02-24 04:40:18.220295,Medium,True,8.7
T002318,A000279,2024-02-27 00:38:51.034437,High,True,6.4
T002319,A000279,2024-03-27 21:20:10.863062,Medium,True,3.8
T002320,A000279,2024-08-21 03:10:08.393405,High,True,0.0
T002321,A000279,2025-01-15 18:13:58.322074,Medium,False,
T002322,A000279,2024-05-19 00:36:57.159836,Medium,True,13.7
T002323,A000279,2024-11-23 05:43:20.197354,Low,True,1.9
T002324,A000279,2024-06-06 08:28:06.929038,Low,True,6.0
T002325,A000279,2024-07-27 01:59:49.608312,Low,True,1.5
T002326,A000279,2024-07-30 02:06:08.371181,Medium,True,4.9
T002327,A000279,2024-09-07 15:42:04.569350,Low,True,1.8
T002328,A000279,2024-10-29 10:57:59.372695,High,False,
T002329,A000279,2024-04-14 10:40:34.324521,Medium,True,9.6
T002330,A000279,2024-06-08 14:23:42.592109,High,True,1.1
T002331,A000279,2024-08-24 02:22:50.918349,High,True,0.6
T002332,A000279,2024-08-16 17:25:53.883221,,True,3.7
T002333,A000279,2024-11-30 04:10:40.441721,Low,True,4.3
T002334,A000279,2024-11-25 18:59:22.210609,Medium,True,1.1
T002335,A000279,2024-06-16 06:12:42.218459,Low,True,9.3
T002336,A000279,2024-03-15 12:30:25.677281,High,True,1.4
T002337,A000279,2024-12-13 22:06:43.786186,Medium,True,1.4
T002338,A000279,2024-11-19 01:54:46.916530,High,True,5.7
T002339,A000279,2024-08-04 07:13:26.583339,Low,False,
T002340,A000279,2024-07-22 00:19:04.848450,High,False,
T002341,A000280,2026-07-14 20:48:18.881707,Low,True,6.8
T002342,A000282,2026-08-04 11:36:37.160187,High,True,2.6
T002343,A000282,2026-07-20 23:51:10.900173,Medium,False,
T002344,A000282,2026-07-16 04:47:53.096298,Medium,True,6.1
T002345,A000282,2026-06-08 04:11:42.404134,High,True,2.7
T002346,A000282,2026-07-06 19:43:33.242179,High,False,
T002347,A000284,2025-04-24 18:23:42.026686,Medium,True,2.0
T002348,A000284,2026-01-07 08:06:15.473610,Medium,True,1.2
T002349,A000284,2025-08-24 22:53:23.186992,Low,False,
T002350,A000284,2025-03-16 11:21:32.365500,Low,True,0.7
T002351,A000284,2025-04-10 04:09:06.494317,Low,False,
T002352,A000284,2025-04-04 03:14:33.975964,High,False,
T002353,A000284,2024-12-25 20:56:52.605540,Low,True,2.2
T002354,A000284,2025-06-18 05:54:07.772409,Low,True,2.5
T002355,A000284,2025-11-24 05:52:22.083874,Low,True,1.7
T002356,A000284,2025-11-22 08:44:30.634632,,True,1.6
T002357,A000284,2026-01-18 04:37:48.655713,Low,True,6.9
T002358,A000285,2025-10-25 14:15:33.049943,High,False,
T002359,A000285,2025-09-20 23:44:17.356043,High,False,
T002360,A000285,2025-12-09 22:48:28.376501,High,False,
T002361,A000285,2025-08-27 08:06:25.475598,Low,False,
T002362,A000285,2025-11-13 15:25:31.492629,Medium,True,1.6
T002363,A000285,2025-12-19 03:07:45.198586,Medium,False,
T002364,A000285,2025-10-16 06:47:15.631388,High,True,0.8
T002365,A000285,2025-11-11 15:10:01.351444,Medium,True,3.6
T002366,A000285,2025-08-11 19:15:40.651931,,True,1.7
T002367,A000285,2025-09-15 21:24:44.509508,Low,True,1.7
T002368,A000285,2025-06-08 10:23:57.317013,High,True,7.0
T002369,A000285,2025-11-01 21:16:39.430371,Low,True,2.6
T002370,A000285,2026-01-28 10:55:51.668088,High,False,
T002371,A000285,2025-10-31 02:23:02.044180,Medium,True,8.6
T002372,A000285,2025-08-08 07:14:58.915002,High,True,1.6
T002373,A000286,2024-03-18 10:25:56.752240,Low,True,2.7
T002374,A000286,2024-03-12 11:25:43.372284,,True,1.3
T002375,A000286,2024-04-07 00:47:19.002406,High,False,
T002376,A000286,2024-04-01 13:53:31.807582,High,True,10.2
T002377,A000286,2024-02-28 01:03:07.377711,High,True,3.5
T002378,A000286,2024-03-01 10:17:37.038740,High,True,4.5
T002379,A000286,2024-04-24 15:24:11.081550,Medium,True,4.2
T002380,A000286,2024-04-09 14:09:40.237636,Low,True,5.4
T002381,A000286,2024-03-02 08:35:51.562305,Medium,True,1.4
T002382,A000286,2024-02-27 19:03:53.191933,,False,
T002383,A000286,2024-02-02 14:57:43.931802,Medium,False,
T002384,A000286,2024-04-02 02:16:50.710947,High,False,
T002385,A000286,2024-03-01 04:44:44.872400,,True,5.9
T002386,A000288,2025-11-18 02:22:19.718147,Medium,True,1.7
T002387,A000288,2024-06-24 13:06:26.694032,,True,5.1
T002388,A000288,2025-10-08 05:07:16.219113,,True,3.4
T002389,A000288,2023-12-24 07:01:38.070902,,True,5.3
T002390,A000288,2024-02-22 13:42:05.872785,Low,True,6.7
T002391,A000288,2024-07-23 23:38:19.045339,Medium,True,6.7
T002392,A000288,2026-06-22 22:46:48.675734,Low,True,3.8
T002393,A000288,2024-10-25 21:25:46.255245,Low,True,6.0
T002394,A000288,2024-11-08 19:11:00.131897,Medium,False,
T002395,A000288,2025-11-13 11:47:12.937074,Low,True,8.6
T002396,A000288,2026-04-10 09:25:23.240399,Medium,True,17.0
T002397,A000289,2025-11-14 00:37:16.781424,Medium,True,2.8
T002398,A000289,2025-10-25 10:24:06.240132,Low,True,2.6
T002399,A000289,2026-04-08 03:43:05.901057,Medium,True,1.2
T002400,A000289,2026-05-24 15:54:32.867169,Medium,True,5.5
T002401,A000290,2026-06-28 06:10:03.346200,Medium,True,1.3
T002402,A000290,2026-05-31 05:04:43.175830,Low,True,3.0
T002403,A000290,2025-12-21 17:05:28.378221,High,False,
T002404,A000290,2025-01-28 03:46:18.780221,Low,False,
T002405,A000290,2024-06-22 08:01:22.888970,Low,True,2.0
T002406,A000290,2025-02-08 20:15:28.897140,Medium,True,5.8
T002407,A000290,2025-06-20 22:03:59.086982,Low,True,1.8
T002408,A000290,2025-06-11 12:38:35.819639,Medium,True,3.2
T002409,A000290,2026-05-08 21:29:58.699350,Low,True,3.9
T002410,A000290,2025-10-19 21:21:15.521733,High,True,4.8
T002411,A000290,2025-09-08 18:05:14.754685,Low,True,11.7
T002412,A000290,2024-09-11 06:57:44.965392,Low,False,
T002413,A000291,2025-10-27 13:00:18.437864,Low,True,8.0
T002414,A000291,2026-08-27 10:22:16.110993,Low,True,0.7
T002415,A000291,2025-05-29 17:03:35.503713,Low,True,2.1
T002416,A000291,2026-04-02 12:58:49.645834,Medium,False,
T002417,A000291,2026-01-07 01:06:17.136324,High,True,5.7
T002418,A000291,2025-10-19 17:09:45.517793,Medium,True,4.8
T002419,A000291,2025-07-22 22:53:26.920905,Medium,True,3.2
T002420,A000291,2026-04-25 08:50:41.703997,Medium,True,1.4
T002421,A000291,2026-02-09 03:29:09.639116,Medium,False,
T002422,A000291,2026-07-01 19:56:16.288629,High,True,6.8
