account_id,opp_id,company_name,account_tier,initial_deal_size,signup_date,subscription_id,plan,mrr,billing_frequency,contract_start_date,contract_end_date,status,churn_date,churn_probability,risk_tier,expansion_score,recommendation,recommended_action
A000214,O000813,Anderson-Mcclain,Mid-Market,53982,2026-02-17 11:49:36.244354,S000214,Growth,4448.42,Annual,2026-02-17 11:49:36.244354,2027-02-17 11:49:36.244354,Active,,0.017475547,Low,0.0029810045,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000215,O000822,Oneill and Sons,Enterprise,92793,2024-05-04 00:28:45.543238,S000215,Enterprise,6945.14,Monthly,2024-05-04 00:28:45.543238,,Active,,0.0015309069,Low,0.007640167,Pitch: additional seats,Healthy — no action needed
A000216,O000825,Fox PLC,SMB,5710,2024-05-14 08:25:45.989529,S000216,Starter,523.89,Annual,2024-05-14 08:25:45.989529,2025-05-14 08:25:45.989529,Active,,0.0010448846,Low,0.0018196953,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000217,O000827,Maldonado-Becker,Mid-Market,16593,2024-06-02 17:51:43.890827,S000217,Growth,1195.15,Annual,2024-06-02 17:51:43.890827,2025-06-02 17:51:43.890827,Churned,2024-09-30 17:51:43.890827,,,,,Already churned
A000218,O000830,"Smith, Booker and Douglas",Mid-Market,40379,2023-07-21 11:43:59.503060,S000218,Growth,3585.59,Annual,2023-07-21 11:43:59.503060,2024-07-20 11:43:59.503060,Churned,2024-09-13 11:43:59.503060,,,,,Already churned
A000219,O000832,Yates-Manning,Mid-Market,15690,2023-08-29 13:56:24.470790,S000219,Growth,1180.55,Annual,2023-08-29 13:56:24.470790,2024-08-28 13:56:24.470790,Active,,0.0010151351,Low,0.0017999619,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000220,O000833,"Crane, James and Ross",Mid-Market,16385,2025-10-12 22:30:58.056318,S000220,Growth,1499.38,Annual,2025-10-12 22:30:58.056318,2026-10-12 22:30:58.056318,Churned,2026-07-09 22:30:58.056318,,,,,Already churned
A000221,O000840,"Miller, Mcdonald and Miller",SMB,12171,2024-01-15 17:30:38.660343,S000221,Starter,1134.28,Monthly,2024-01-15 17:30:38.660343,,Churned,2024-07-13 17:30:38.660343,,,,,Already churned
A000222,O000841,Carroll-Arnold,SMB,3711,2025-09-27 19:17:56.109895,S000222,Starter,287.61,Annual,2025-09-27 19:17:56.109895,2026-09-27 19:17:56.109895,Active,,0.0019330436,Low,0.9965318,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000223,O000849,Clark Ltd,SMB,10336,2026-04-16 04:22:00.459120,S000223,Starter,862.09,Annual,2026-04-16 04:22:00.459120,2027-04-16 04:22:00.459120,Active,,0.17344284,Low,0.0019213832,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000224,O000850,"Garrison, Ryan and Miller",Mid-Market,22410,2026-03-13 17:13:35.637261,S000224,Growth,1844.51,Annual,2026-03-13 17:13:35.637261,2027-03-13 17:13:35.637261,Active,,0.0016378243,Low,0.006147081,Pitch: additional seats,Healthy — no action needed
A000225,O000851,Martin and Sons,SMB,9223,2024-05-20 02:08:35.806523,S000225,Starter,741.34,Monthly,2024-05-20 02:08:35.806523,,Active,,0.002628233,Low,0.0019213832,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000226,O000852,Richards-Harris,Mid-Market,19864,2026-06-28 04:58:32.703508,S000226,Growth,1760.63,Annual,2026-06-28 04:58:32.703508,2027-06-28 04:58:32.703508,Active,,0.10852739,Low,0.0017999619,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000227,O000854,Henderson LLC,SMB,14737,2024-04-09 16:41:28.595361,S000227,Starter,1130.87,Annual,2024-04-09 16:41:28.595361,2025-04-09 16:41:28.595361,Active,,0.0015747885,Low,0.9975957,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000228,O000856,"Reed, Terry and Smith",SMB,9290,2025-02-27 19:24:12.484463,S000228,Starter,699.36,Monthly,2025-02-27 19:24:12.484463,,Active,,0.0008047743,Low,0.0047529167,Pitch: additional seats,Healthy — no action needed
A000229,O000858,"Mcdonald, Ware and Sharp",SMB,11231,2025-05-29 22:04:59.583308,S000229,Starter,859.06,Annual,2025-05-29 22:04:59.583308,2026-05-29 22:04:59.583308,Active,,0.2155326,Medium,0.0017999619,Pitch: upgrade tier / deeper feature access,Flag for CSM outreach
A000230,O000863,Rhodes-Thompson,Mid-Market,55520,2024-04-09 01:52:21.759735,S000230,Growth,4271.16,Monthly,2024-04-09 01:52:21.759735,,Active,,0.0014436507,Low,0.006579921,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000231,O000868,Sanchez Group,Mid-Market,32769,2026-06-19 19:29:05.214386,S000231,Growth,2945.92,Annual,2026-06-19 19:29:05.214386,2027-06-19 19:29:05.214386,Active,,0.0026429736,Low,0.009115893,Pitch: additional seats,Healthy — no action needed
A000232,O000872,"Norton, Cox and Johnson",SMB,12658,2024-02-02 01:23:20.808622,S000232,Starter,1072.7,Annual,2024-02-02 01:23:20.808622,2025-02-01 01:23:20.808622,Churned,2024-07-31 01:23:20.808622,,,,,Already churned
A000233,O000875,West PLC,SMB,6907,2024-02-10 10:30:42.043081,S000233,Starter,614.82,Monthly,2024-02-10 10:30:42.043081,,Churned,2025-07-04 10:30:42.043081,,,,,Already churned
A000234,O000876,"Smith, Morgan and Young",SMB,8768,2024-01-22 01:55:40.960114,S000234,Starter,704.8,Annual,2024-01-22 01:55:40.960114,2025-01-21 01:55:40.960114,Active,,0.0011723556,Low,0.0047529167,Pitch: additional seats,Healthy — no action needed
A000235,O000878,"Wade, Richard and Hall",Mid-Market,39029,2025-03-26 05:10:18.442707,S000235,Growth,3228.85,Monthly,2025-03-26 05:10:18.442707,,Active,,0.00093423686,Low,0.003066102,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000236,O000887,"Nguyen, Marsh and Beck",SMB,5434,2026-08-09 21:59:05.608991,S000236,Starter,486.7,Annual,2026-08-09 21:59:05.608991,2027-08-09 21:59:05.608991,Active,,0.0013569231,Low,0.0042520566,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000237,O000891,"Todd, Bernard and Boyd",SMB,13973,2024-05-12 17:31:58.689260,S000237,Starter,1292.54,Annual,2024-05-12 17:31:58.689260,2025-05-12 17:31:58.689260,Churned,2025-02-06 17:31:58.689260,,,,,Already churned
A000238,O000894,White Inc,SMB,3647,2025-01-01 14:29:07.738430,S000238,Starter,269.43,Monthly,2025-01-01 14:29:07.738430,,Active,,0.0012389508,Low,0.0017999619,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000239,O000901,"Hayes, Smith and Marshall",Mid-Market,16171,2026-02-15 07:20:07.984363,S000239,Growth,1532.63,Monthly,2026-02-15 07:20:07.984363,,Active,,0.9961939,High,0.0018411244,Pitch: upgrade tier / deeper feature access,Flag for CSM outreach
A000240,O000902,Nelson-King,SMB,5135,2024-10-16 19:42:36.117162,S000240,Starter,411.11,Annual,2024-10-16 19:42:36.117162,2025-10-16 19:42:36.117162,Active,,0.0019599034,Low,0.9965318,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000241,O000914,Lee-Velasquez,SMB,3245,2026-04-07 20:33:27.856012,S000241,Starter,298.34,Annual,2026-04-07 20:33:27.856012,2027-04-07 20:33:27.856012,Active,,0.002197391,Low,0.0017999619,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000242,O000918,Ward-Blake,SMB,5147,2023-08-14 09:19:04.367412,S000242,Starter,0.0,Monthly,2023-08-14 09:19:04.367412,,Active,,0.004259185,Low,0.0050725257,Pitch: additional seats,Healthy — no action needed
A000243,O000919,Stewart-Myers,SMB,4052,2023-11-29 19:24:45.287758,S000243,Starter,303.86,Monthly,2023-11-29 19:24:45.287758,,Churned,2024-10-24 19:24:45.287758,,,,,Already churned
A000244,O000921,Mooney and Sons,Mid-Market,16987,2025-04-10 01:27:56.647170,S000244,Growth,1286.52,Annual,2025-04-10 01:27:56.647170,2026-04-10 01:27:56.647170,Active,,0.001925094,Low,0.99738806,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000245,O000922,"Coleman, Jones and Wright",Mid-Market,34197,2025-06-23 02:48:13.350750,S000245,Growth,2769.47,Monthly,2025-06-23 02:48:13.350750,,Active,,0.0007525026,Low,0.0063509047,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000246,O000925,Patton Inc,SMB,5679,2026-06-03 17:18:27.492243,S000246,Starter,468.98,Annual,2026-06-03 17:18:27.492243,2027-06-03 17:18:27.492243,Active,,0.002197391,Low,0.0019192959,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000247,O000926,"Williams, Horn and Morales",SMB,14200,2026-05-09 02:45:49.571495,S000247,Starter,1286.44,Annual,2026-05-09 02:45:49.571495,2027-05-09 02:45:49.571495,Active,,0.0023059633,Low,0.019271584,Pitch: additional seats,Healthy — no action needed
A000248,O000927,Hobbs-Harvey,SMB,8357,2026-01-12 10:30:42.853729,S000248,Starter,633.57,Monthly,2026-01-12 10:30:42.853729,,Active,,0.001229701,Low,0.0018411244,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000249,O000931,Davidson and Sons,Mid-Market,34048,2023-09-04 10:56:05.456084,S000249,Growth,2921.3,Annual,2023-09-04 10:56:05.456084,2024-09-03 10:56:05.456084,Active,,0.00088175817,Low,0.008877936,Pitch: additional seats,Healthy — no action needed
A000250,O000933,Steele Group,SMB,7748,2026-07-09 20:31:15.237022,S000250,Starter,670.98,Monthly,2026-07-09 20:31:15.237022,,Active,,0.0036414291,Low,0.0076449225,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000251,O000936,"Wilson, Roberts and Lee",Mid-Market,26784,2024-07-24 12:19:16.199025,S000251,Growth,2043.16,Monthly,2024-07-24 12:19:16.199025,,Churned,2025-08-18 12:19:16.199025,,,,,Already churned
A000252,O000939,Decker and Sons,SMB,3386,2025-12-03 15:45:21.979164,S000252,Starter,269.33,Annual,2025-12-03 15:45:21.979164,2026-12-03 15:45:21.979164,Active,,0.19878292,Low,0.0019213832,Pitch: additional seats,Healthy — no action needed
A000253,O000944,"Brooks, Neal and Baldwin",SMB,8268,2023-04-21 20:00:49.959873,S000253,Starter,595.14,Monthly,2023-04-21 20:00:49.959873,,Churned,2024-04-15 20:00:49.959873,,,,,Already churned
A000254,O000950,"Daniels, Green and Carrillo",Enterprise,70094,2024-08-14 17:36:20.035116,S000254,Enterprise,5168.95,Monthly,2024-08-14 17:36:20.035116,,Active,,0.002003234,Low,0.0031818408,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000255,O000952,Bautista-Underwood,Mid-Market,36494,2025-08-27 12:22:28.154466,S000255,Growth,3117.44,Annual,2025-08-27 12:22:28.154466,2026-08-27 12:22:28.154466,Active,,0.0007675242,Low,0.9967981,Pitch: additional seats,Route to expansion play
A000256,O000954,Carrillo-Wolfe,SMB,7419,2023-07-27 19:55:01.726952,S000256,Starter,659.29,Monthly,2023-07-27 19:55:01.726952,,Active,,0.0011723556,Low,0.0047529167,Pitch: additional seats,Healthy — no action needed
A000257,O000955,Gonzales PLC,Mid-Market,37671,2025-08-07 07:35:36.676286,S000257,Growth,3520.09,Monthly,2025-08-07 07:35:36.676286,,Active,,0.0016197028,Low,0.010477907,Pitch: additional seats,Healthy — no action needed
A000258,O000969,Brown-Ross,SMB,6553,2026-06-20 16:59:57.647220,S000258,Starter,522.27,Monthly,2026-06-20 16:59:57.647220,,Active,,0.0018700261,Low,0.0060802074,Pitch: additional seats,Healthy — no action needed
A000259,O000972,Hale-Williams,Mid-Market,52769,2023-11-11 20:32:52.124833,S000259,Growth,3820.89,Monthly,2023-11-11 20:32:52.124833,,Active,,0.0008916308,Low,0.004364516,Pitch: additional seats,Healthy — no action needed
A000260,O000976,Jackson Inc,SMB,4150,2025-02-05 09:24:39.499310,S000260,Starter,297.97,Monthly,2025-02-05 09:24:39.499310,,Active,,0.0022853198,Low,0.0047529167,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000261,O000977,Howard-Robinson,SMB,1524,2026-04-20 08:49:31.281746,S000261,Starter,200.0,Monthly,2026-04-20 08:49:31.281746,,Active,,0.003172793,Low,0.0047529167,Pitch: additional seats,Healthy — no action needed
A000262,O000979,Ramos Inc,Mid-Market,53133,2026-08-18 23:53:06.994764,S000262,Growth,4976.71,Annual,2026-08-18 23:53:06.994764,2027-08-18 23:53:06.994764,Active,,0.0016142497,Low,0.032284785,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000263,O000985,Smith-Lewis,Mid-Market,20042,2023-11-19 21:04:26.399543,S000263,Growth,1761.22,Annual,2023-11-19 21:04:26.399543,2024-11-18 21:04:26.399543,Active,,0.0011469251,Low,0.0016438147,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000264,O000986,Turner-George,SMB,8714,2025-10-21 01:49:17.847300,S000264,Starter,659.42,Monthly,2025-10-21 01:49:17.847300,,Active,,0.0016968522,Low,0.001976292,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000265,O000987,King Inc,Mid-Market,20800,2025-12-17 04:31:55.085208,S000265,Growth,1892.49,Monthly,2025-12-17 04:31:55.085208,,Active,,0.0014990489,Low,0.0017999619,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000266,O000990,Smith-Barr,Mid-Market,18200,2025-06-05 12:18:42.377175,S000266,Growth,1574.06,Monthly,2025-06-05 12:18:42.377175,,Churned,2026-01-01 12:18:42.377175,,,,,Already churned
A000267,O000996,Thompson-Wright,SMB,2290,2026-01-17 22:23:27.059424,S000267,Starter,200.0,Annual,2026-01-17 22:23:27.059424,2027-01-17 22:23:27.059424,Active,,0.31151477,Medium,0.0017999619,Pitch: additional seats,Flag for CSM outreach
A000268,O000998,Gray-Ruiz,Mid-Market,26431,2026-07-13 23:37:18.998300,S000268,Growth,2521.43,Annual,2026-07-13 23:37:18.998300,2027-07-13 23:37:18.998300,Active,,0.0016197028,Low,0.41833988,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000269,O001000,Blake LLC,SMB,14039,2024-12-13 11:06:07.968070,S000269,Starter,1092.98,Annual,2024-12-13 11:06:07.968070,2025-12-13 11:06:07.968070,Active,,0.0008118532,Low,0.0017999619,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000270,O001001,"Medina, Tran and Thompson",SMB,10960,2025-10-06 06:15:18.471085,S000270,Starter,838.76,Monthly,2025-10-06 06:15:18.471085,,Active,,0.0020569782,Low,0.9965318,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000271,O001005,Ortiz Inc,Mid-Market,25199,2026-03-16 16:18:48.068650,S000271,Growth,2147.61,Annual,2026-03-16 16:18:48.068650,2027-03-16 16:18:48.068650,Active,,0.0016422425,Low,0.0036032419,Pitch: additional seats,Healthy — no action needed
A000272,O001007,"Richardson, Brown and Cruz",Mid-Market,19109,2025-10-03 23:41:16.428124,S000272,Growth,1557.87,Monthly,2025-10-03 23:41:16.428124,,Active,,0.0032881706,Low,0.0015772412,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000273,O001013,Woods Ltd,SMB,6597,2025-04-10 06:02:09.401001,S000273,Starter,525.97,Annual,2025-04-10 06:02:09.401001,2026-04-10 06:02:09.401001,Churned,2026-03-06 06:02:09.401001,,,,,Already churned
A000274,O001030,"Richardson, Castaneda and Finley",Mid-Market,19955,2026-05-11 21:57:20.298947,S000274,Growth,1451.69,Monthly,2026-05-11 21:57:20.298947,,Active,,0.002817441,Low,0.00204118,Pitch: additional seats,Healthy — no action needed
A000275,O001034,Hood-Porter,SMB,7746,2025-06-13 18:05:40.553378,S000275,Starter,623.31,Annual,2025-06-13 18:05:40.553378,2026-06-13 18:05:40.553378,Active,,0.0016592281,Low,0.0020433997,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000276,O001037,Ritter PLC,Mid-Market,38583,2025-09-27 11:55:41.455442,S000276,Growth,3441.81,Monthly,2025-09-27 11:55:41.455442,,Active,,0.0022983458,Low,0.017071165,Pitch: additional seats,Healthy — no action needed
A000277,O001038,"Acosta, Campbell and Leblanc",Mid-Market,25723,2025-04-06 19:56:02.777163,S000277,Growth,1966.65,Annual,2025-04-06 19:56:02.777163,2026-04-06 19:56:02.777163,Active,,0.0013847307,Low,0.0019476172,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000278,O001039,Ellis-Martin,SMB,5112,2023-08-22 05:10:13.123059,S000278,Starter,375.26,Monthly,2023-08-22 05:10:13.123059,,Active,,0.002871583,Low,0.001946192,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000279,O001048,"Lopez, Hess and Smith",SMB,6768,2023-08-31 22:43:03.419936,S000279,Starter,601.04,Monthly,2023-08-31 22:43:03.419936,,Churned,2025-01-22 22:43:03.419936,,,,,Already churned
A000280,O001049,Stone PLC,Mid-Market,21025,2026-06-10 11:23:02.760304,S000280,Growth,1672.62,Monthly,2026-06-10 11:23:02.760304,,Active,,0.0022906133,Low,0.0017378854,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000281,O001051,Sheppard Inc,Mid-Market,18922,2026-05-21 03:58:21.919510,S000281,Growth,1623.74,Monthly,2026-05-21 03:58:21.919510,,Active,,0.0016197028,Low,0.99875724,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000282,O001056,Turner PLC,Mid-Market,16858,2026-05-17 06:06:02.413006,S000282,Growth,1234.29,Annual,2026-05-17 06:06:02.413006,2027-05-17 06:06:02.413006,Churned,2026-08-15 06:06:02.413006,,,,,Already churned
A000283,O001071,"Faulkner, Schmidt and Wheeler",Mid-Market,59507,2026-08-30 10:18:04.861587,S000283,Growth,4337.08,Annual,2026-08-30 10:18:04.861587,2027-08-30 10:18:04.861587,Active,,0.0016142497,Low,0.035150427,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000284,O001093,Jordan-Harper,Mid-Market,50709,2024-12-18 01:12:28.491866,S000284,Growth,4409.2,Annual,2024-12-18 01:12:28.491866,2025-12-18 01:12:28.491866,Active,,0.0014316229,Low,0.010929644,Pitch: additional seats,Healthy — no action needed
A000285,O001102,Wright-Jacobson,Mid-Market,42200,2024-12-04 20:23:02.057202,S000285,Growth,3103.39,Annual,2024-12-04 20:23:02.057202,2025-12-04 20:23:02.057202,Churned,2026-02-27 20:23:02.057202,,,,,Already churned
A000286,O001122,Adams-Perkins,SMB,2384,2023-11-29 11:05:02.199267,S000286,Starter,205.02,Annual,2023-11-29 11:05:02.199267,2024-11-28 11:05:02.199267,Churned,2024-04-27 11:05:02.199267,,,,,Already churned
A000287,O001123,Roth Ltd,Mid-Market,56711,2026-05-06 12:44:54.956477,S000287,Growth,5104.97,Monthly,2026-05-06 12:44:54.956477,,Active,,0.003546512,Low,0.012501256,Pitch: additional seats,Healthy — no action needed
A000288,O001124,Ramsey and Sons,Mid-Market,21581,2023-05-20 19:41:52.995505,S000288,Growth,1908.74,Annual,2023-05-20 19:41:52.995505,2024-05-19 19:41:52.995505,Active,,0.0021443397,Low,0.99703,Pitch: additional seats,Route to expansion play
A000289,O001127,Daniels LLC,SMB,6471,2025-07-28 10:21:41.320081,S000289,Starter,564.11,Annual,2025-07-28 10:21:41.320081,2026-07-28 10:21:41.320081,Active,,0.001954664,Low,0.0018514073,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000290,O001128,Ochoa-Parker,SMB,5006,2024-04-19 04:14:34.338618,S000290,Starter,437.39,Annual,2024-04-19 04:14:34.338618,2025-04-19 04:14:34.338618,Active,,0.0028734377,Low,0.0019342031,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000291,O001133,Jones-Cook,SMB,2730,2024-11-15 13:57:45.491399,S000291,Starter,246.14,Monthly,2024-11-15 13:57:45.491399,,Active,,0.0026423878,Low,0.0047529167,Pitch: additional seats,Healthy — no action needed
A000292,O001135,Moreno-Greene,SMB,9723,2024-05-24 22:54:39.154021,S000292,Starter,697.95,Monthly,2024-05-24 22:54:39.154021,,Active,,0.0012060847,Low,0.9965318,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000293,O001139,Reyes PLC,SMB,10754,2025-08-06 19:43:34.854113,S000293,Starter,904.29,Annual,2025-08-06 19:43:34.854113,2026-08-06 19:43:34.854113,Active,,0.0008993813,Low,0.0019142821,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000294,O001145,Johnson LLC,Mid-Market,44619,2023-08-19 08:20:32.870369,S000294,Growth,4055.0,Annual,2023-08-19 08:20:32.870369,2024-08-18 08:20:32.870369,Active,,0.0018089726,Low,0.006309125,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000295,O001154,Morrison-Bradford,SMB,14340,2024-05-13 06:50:45.602672,S000295,Starter,1023.14,Monthly,2024-05-13 06:50:45.602672,,Active,,0.001180788,Low,0.9975957,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000296,O001159,Benjamin-Porter,Mid-Market,42283,2024-09-19 07:24:30.474016,S000296,Growth,3668.78,Annual,2024-09-19 07:24:30.474016,2025-09-19 07:24:30.474016,Active,,0.0027268804,Low,0.002898853,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000297,O001164,"Black, Chandler and Curtis",SMB,9913,2024-09-27 01:54:19.301480,S000297,Starter,914.02,Annual,2024-09-27 01:54:19.301480,2025-09-27 01:54:19.301480,Active,,0.0013682833,Low,0.0018653522,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000298,O001174,Gonzalez-Murphy,Mid-Market,39277,2025-11-14 07:59:55.667031,S000298,Growth,2858.63,Annual,2025-11-14 07:59:55.667031,2026-11-14 07:59:55.667031,Active,,0.0016378243,Low,0.0028625545,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000299,O001187,Harding-Mathews,Mid-Market,50074,2023-10-16 10:59:05.470511,S000299,Growth,4325.61,Monthly,2023-10-16 10:59:05.470511,,Active,,0.001937164,Low,0.9967981,Pitch: additional seats,Route to expansion play
A000300,O001192,Banks PLC,SMB,8127,2024-03-03 12:30:22.938793,S000300,Starter,642.44,Monthly,2024-03-03 12:30:22.938793,,Active,,0.00243848,Low,0.0019969237,Pitch: additional seats,Healthy — no action needed
A000301,O001205,Barber Group,Mid-Market,19713,2025-12-03 14:57:03.809388,S000301,Growth,1464.23,Monthly,2025-12-03 14:57:03.809388,,Active,,0.0023504281,Low,0.9987035,Pitch: additional seats,Route to expansion play
A000302,O001208,Schultz-Hayes,SMB,9515,2024-02-14 19:49:25.267728,S000302,Starter,837.9,Monthly,2024-02-14 19:49:25.267728,,Active,,0.0022673556,Low,0.9965318,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000303,O001209,White Inc,SMB,8692,2026-02-21 15:21:24.036395,S000303,Starter,803.99,Annual,2026-02-21 15:21:24.036395,2027-02-21 15:21:24.036395,Active,,0.00203388,Low,0.0019213832,Pitch: additional seats,Healthy — no action needed
A000304,O001210,"Bond, Wilson and Cooper",SMB,13537,2026-07-05 20:36:37.396110,S000304,Starter,1262.73,Monthly,2026-07-05 20:36:37.396110,,Active,,0.0018260421,Low,0.0076449225,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000305,O001218,"Murphy, Marshall and Pope",Mid-Market,22880,2024-01-22 09:29:52.859825,S000305,Growth,2152.54,Annual,2024-01-22 09:29:52.859825,2025-01-21 09:29:52.859825,Active,,0.0022174602,Low,0.0016298124,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000306,O001225,"Travis, Buck and Mitchell",SMB,10117,2026-01-27 16:25:12.504725,S000306,Starter,968.13,Annual,2026-01-27 16:25:12.504725,2027-01-27 16:25:12.504725,Active,,0.000861925,Low,0.0047529167,Pitch: additional seats,Healthy — no action needed
A000307,O001238,"Snyder, Hamilton and Maldonado",SMB,9545,2023-08-04 21:39:47.998958,S000307,Starter,755.09,Monthly,2023-08-04 21:39:47.998958,,Active,,0.0014611885,Low,0.0018514073,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000308,O001239,"Wright, Rodriguez and Wilson",Mid-Market,45211,2026-06-25 02:38:12.700742,S000308,Growth,4084.2,Monthly,2026-06-25 02:38:12.700742,,Active,,0.002648617,Low,0.0053725145,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000309,O001240,Johnston and Sons,Mid-Market,15626,2026-05-17 20:28:54.230694,S000309,Growth,1370.54,Annual,2026-05-17 20:28:54.230694,2027-05-17 20:28:54.230694,Active,,0.00076493795,Low,0.0017623259,Pitch: additional seats,Healthy — no action needed
A000310,O001247,Carey LLC,SMB,2100,2023-12-28 20:20:12.563343,S000310,Starter,200.0,Annual,2023-12-28 20:20:12.563343,2024-12-27 20:20:12.563343,Active,,0.0038025826,Low,0.0019213832,Pitch: additional seats,Healthy — no action needed
A000311,O001248,"Smith, Irwin and Chase",SMB,5160,2024-10-30 23:57:56.898325,S000311,Starter,396.85,Monthly,2024-10-30 23:57:56.898325,,Active,,0.0010448846,Low,0.0018196953,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000312,O001255,"Moore, Miller and Nelson",Mid-Market,26270,2024-07-16 11:33:31.480933,S000312,Growth,1918.75,Annual,2024-07-16 11:33:31.480933,2025-07-16 11:33:31.480933,Active,,0.001411781,Low,0.0020085617,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000313,O001261,Martinez-Daniels,Mid-Market,34401,2025-08-29 06:53:07.764550,S000313,Growth,3018.34,Monthly,2025-08-29 06:53:07.764550,,Active,,0.0017409298,Low,0.9967981,Pitch: additional seats,Route to expansion play
A000314,O001265,Shaffer PLC,Mid-Market,27340,2024-07-10 01:52:16.460051,S000314,Growth,2120.49,Monthly,2024-07-10 01:52:16.460051,,Active,,0.0022479563,Low,0.005064598,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000315,O001272,"White, Erickson and Hunter",Enterprise,157175,2024-09-13 19:01:22.219931,S000315,Enterprise,13404.8,Monthly,2024-09-13 19:01:22.219931,,Churned,2025-06-10 19:01:22.219931,,,,,Already churned
A000316,O001273,"Bailey, Williamson and Powell",Mid-Market,28351,2026-01-18 02:32:11.287035,S000316,Growth,2319.3,Annual,2026-01-18 02:32:11.287035,2027-01-18 02:32:11.287035,Active,,0.0011461781,Low,0.00930105,Pitch: additional seats,Healthy — no action needed
A000317,O001275,Johnson Ltd,Mid-Market,32968,2025-09-08 09:01:57.998095,S000317,Growth,2635.61,Annual,2025-09-08 09:01:57.998095,2026-09-08 09:01:57.998095,Active,,0.0023865474,Low,0.007497051,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000318,O001276,Cervantes-Stokes,Mid-Market,43661,2025-09-03 17:28:59.270233,S000318,Growth,4090.47,Annual,2025-09-03 17:28:59.270233,2026-09-03 17:28:59.270233,Active,,0.0021353136,Low,0.9967981,Pitch: additional seats,Route to expansion play
A000319,O001284,Taylor PLC,Mid-Market,32246,2024-12-25 23:30:08.427563,S000319,Growth,2565.79,Annual,2024-12-25 23:30:08.427563,2025-12-25 23:30:08.427563,Active,,0.003297026,Low,0.0026220318,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000320,O001286,George-Salazar,SMB,11414,2024-02-29 12:51:16.706660,S000320,Starter,908.44,Annual,2024-02-29 12:51:16.706660,2025-02-28 12:51:16.706660,Active,,0.0014889621,Low,0.0018411244,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000321,O001287,Johnson PLC,SMB,3761,2026-06-17 21:06:55.709198,S000321,Starter,267.18,Annual,2026-06-17 21:06:55.709198,2027-06-17 21:06:55.709198,Active,,0.9295655,High,0.0019213832,Pitch: upgrade tier / deeper feature access,Flag for CSM outreach
