account_id,initial_deal_size,mrr,n_months_active,avg_active_users,last_active_users,active_users_trend,avg_features_adopted,features_adopted_trend,avg_logins,logins_trend,n_tickets,n_high_severity,pct_unresolved,avg_resolution_days,account_tier_Mid-Market,account_tier_SMB,plan_Growth,plan_Starter,billing_frequency_Monthly
A000286,2384,205.02,4.0,1.5,1.0,-0.3999999999999999,2.25,-0.3,16.25,-6.500000000000001,13.0,5.0,0.3076923076923077,4.344444444444445,False,True,False,True,False
A000287,56711,5104.97,3.0,17.666666666666668,19.0,1.0000000000000036,2.0,5.034398893406447e-16,227.66666666666666,-71.00000000000001,0.0,0.0,0.0,0.0,True,False,True,False,True
A000288,21581,1908.74,37.0,9.91891891891892,11.0,0.16405879563774306,6.513513513513513,0.14129919393077295,141.54054054054055,2.0455192034139427,11.0,0.0,0.09090909090909094,6.4300000000000015,True,False,True,False,False
A000289,6471,564.11,13.0,2.0,2.0,5.435088053270136e-17,2.0,5.435088053270136e-17,26.46153846153846,-0.8186813186813192,4.0,0.0,0.0,3.0250000000000004,False,True,False,True,False
A000290,5006,437.39,28.0,2.0,2.0,6.438850970431975e-17,2.0,6.438850970431975e-17,25.607142857142858,0.18089764641488776,12.0,2.0,0.25,4.166666666666667,False,True,False,True,False
A000291,2730,246.14,21.0,2.0,2.0,-2.261946459671728e-17,4.0,-4.523892919343456e-17,24.952380952380953,-0.14285714285714235,14.0,3.0,0.2142857142857143,3.5818181818181816,False,True,False,True,True
A000292,9723,697.95,27.0,4.148148148148148,5.0,0.09401709401709409,6.481481481481482,0.19230769230769246,50.0,0.5219780219780222,7.0,2.0,0.1428571428571429,2.8166666666666664,False,True,False,True,True
A000293,10754,904.29,13.0,3.0,3.0,9.023562674828846e-17,3.0,9.023562674828846e-17,42.76923076923077,-0.5494505494505487,6.0,0.0,0.33333333333333337,3.3,False,True,False,True,False
A000294,44619,4055.0,35.0,14.028571428571428,13.0,-0.007282913165265963,4.0,3.687691213783384e-17,198.4857142857143,-1.250980392156863,17.0,2.0,0.05882352941176472,3.4749999999999996,True,False,True,False,False
A000295,14340,1023.14,28.0,5.821428571428571,8.0,0.10700602079912423,6.5,0.18828680897646421,78.5,1.206349206349207,7.0,1.0,0.0,4.485714285714287,False,True,False,True,True
A000296,42283,3668.78,23.0,14.130434782608695,13.0,-0.034584980237154034,2.0,-3.9020150566571225e-17,202.3913043478261,-1.3903162055335958,8.0,0.0,0.0,3.0125,True,False,True,False,False
A000297,9913,914.02,22.0,3.0,3.0,-5.170951656061197e-17,2.0,6.064101842980168e-18,41.0,0.06098249576510534,14.0,1.0,0.0714285714285714,4.2,False,True,False,True,False
A000298,39277,2858.63,9.0,12.666666666666666,12.0,-0.08333333333333298,3.0,-3.419931092488579e-17,170.0,5.916666666666678,4.0,0.0,0.0,1.875,True,False,True,False,False
A000299,50074,4325.61,34.0,22.676470588235293,30.0,0.36684491978609635,5.470588235294118,0.15614973262032086,293.8235294117647,4.4898395721925155,10.0,0.0,0.0,5.569999999999999,True,False,True,False,True
A000300,8127,642.44,28.0,2.0,2.0,6.438850970431975e-17,3.0,6.392783797933884e-17,29.107142857142858,0.08456486042692983,22.0,2.0,0.045454545454545414,4.842857142857143,False,True,False,True,True
A000301,19713,1464.23,9.0,8.333333333333334,12.0,0.6666666666666669,4.444444444444445,0.6,129.66666666666666,6.616666666666677,5.0,1.0,0.0,4.619999999999999,True,False,True,False,True
A000302,9515,837.9,30.0,4.066666666666666,5.0,0.07385984427141258,4.5,0.17018909899888762,55.36666666666667,1.1873192436040039,5.0,0.0,0.19999999999999996,4.675000000000001,False,True,False,True,True
A000303,8692,803.99,6.0,2.0,2.0,1.5902414263964848e-17,3.0,-7.1104819549512e-17,25.833333333333332,1.5142857142857136,2.0,0.0,0.0,5.1,False,True,False,True,False
A000304,13537,1262.73,1.0,4.0,4.0,0.0,3.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,True
A000305,22880,2152.54,29.0,7.0344827586206895,7.0,-0.0014778325123153918,3.0,-3.0921413744436907e-17,98.72413793103448,-0.2330049261083732,20.0,2.0,0.09999999999999998,4.53888888888889,True,False,True,False,False
A000306,10117,968.13,7.0,3.0,3.0,1.9417027631232206e-17,4.0,-1.7694396790519387e-16,38.714285714285715,-0.6785714285714284,3.0,0.0,0.0,3.866666666666667,False,True,False,True,False
A000307,9545,755.09,37.0,3.0,3.0,6.326632738553495e-17,3.0,6.326632738553495e-17,38.270270270270274,0.13276434329065934,23.0,0.0,0.08695652173913049,2.642857142857143,False,True,False,True,True
A000308,45211,4084.2,2.0,16.0,16.0,-1.25607396694702e-15,3.0,-3.14018491736755e-16,156.0,-4.000000000000033,0.0,0.0,0.0,0.0,True,False,True,False,True
A000309,15626,1370.54,3.0,5.0,5.0,4.0601940079577054e-16,3.0,1.0118224371490771e-16,86.33333333333333,8.500000000000004,1.0,0.0,0.0,3.4,True,False,True,False,False
A000310,2100,200.0,31.0,2.0,2.0,-1.541474743955434e-19,3.0,-2.0391326471411207e-17,26.0,-0.14475806451612966,11.0,2.0,0.09090909090909094,4.57,False,True,False,True,False
A000311,5160,396.85,22.0,2.0,2.0,6.064101842980168e-18,2.0,6.064101842980168e-18,26.227272727272727,-0.1372106154714848,7.0,1.0,0.0,4.085714285714285,False,True,False,True,True
A000312,26270,1918.75,25.0,7.92,8.0,-1.415595438046309e-16,3.0,1.983778464620202e-17,112.36,-0.27153846153846306,8.0,1.0,0.375,4.48,True,False,True,False,False
A000313,34401,3018.34,11.0,15.545454545454545,18.0,0.7636363636363639,5.2727272727272725,0.5000000000000002,220.0,9.972727272727278,6.0,2.0,0.16666666666666663,4.3999999999999995,True,False,True,False,True
A000314,27340,2120.49,25.0,9.04,9.0,-0.02384615384615402,3.0,1.983778464620202e-17,124.76,-2.302307692307694,16.0,2.0,0.375,3.29,True,False,True,False,True
A000315,157175,13404.8,8.0,35.625,19.0,-4.440476190476191,3.125,-0.22619047619047605,404.25,-24.476190476190485,8.0,2.0,0.375,3.8,False,False,False,False,True
A000316,28351,2319.3,7.0,9.142857142857142,10.0,0.3571428571428566,3.0,1.9417027631232206e-17,105.71428571428571,1.3928571428571372,8.0,0.0,0.0,3.0,True,False,True,False,False
A000317,32968,2635.61,11.0,9.909090909090908,10.0,-0.036363636363636695,4.0,1.7561590809513314e-16,135.9090909090909,-0.16363636363635972,6.0,0.0,0.0,4.95,True,False,True,False,False
A000318,43661,4090.47,12.0,19.666666666666668,27.0,1.3496503496503498,4.5,0.4895104895104895,272.1666666666667,25.419580419580416,9.0,2.0,0.33333333333333337,7.2,True,False,True,False,False
A000319,32246,2565.79,19.0,9.947368421052632,9.0,-0.06666666666666686,3.0,-1.360657889354296e-16,136.94736842105263,-1.9473684210526334,4.0,1.0,0.25,2.3,True,False,True,False,False
A000320,11414,908.44,29.0,3.0,3.0,-3.0921413744436907e-17,2.0,-1.8400120122448966e-17,44.37931034482759,0.06206896551724103,21.0,2.0,0.09523809523809523,4.189473684210526,False,True,False,True,False
A000321,3761,267.18,2.0,1.5,1.0,-1.0,1.5,-1.0,22.0,-23.999999999999996,4.0,3.0,0.5,4.35,False,True,False,True,False
A000322,7210,646.57,1.0,2.0,2.0,0.0,3.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False
A000323,32099,2762.84,6.0,7.166666666666667,4.0,-1.4,2.5,-0.2571428571428568,125.83333333333333,-25.857142857142858,6.0,1.0,0.16666666666666663,4.16,True,False,True,False,True
A000324,36858,3114.73,39.0,11.846153846153847,13.0,-0.0008097165991903103,4.0,7.0636926019373e-18,163.69230769230768,-0.7123481781376529,17.0,1.0,0.17647058823529416,5.071428571428571,True,False,True,False,False
A000325,40662,3756.47,16.0,12.9375,14.0,0.08088235294117689,2.0,1.5529913695070524e-17,180.4375,0.11911764705882909,10.0,2.0,0.19999999999999996,4.95,True,False,True,False,False
A000326,3882,279.58,10.0,2.0,2.0,3.210841961564283e-17,3.0,4.8162629423464247e-17,27.6,0.25454545454545513,2.0,0.0,0.0,5.699999999999999,False,True,False,True,False
A000327,6503,538.28,14.0,2.857142857142857,3.0,0.09230769230769238,5.5,0.38901098901098907,44.142857142857146,2.8791208791208796,5.0,1.0,0.19999999999999996,3.8499999999999996,False,True,False,True,False
A000328,30151,2706.23,2.0,10.5,11.0,0.999999999999999,2.0,-1.570092458683775e-16,163.0,93.99999999999999,0.0,0.0,0.0,0.0,True,False,True,False,False
A000329,34540,2722.09,34.0,10.764705882352942,10.0,-0.0030557677616500647,3.0,6.353519540347771e-17,146.35294117647058,1.0829640947288026,9.0,2.0,0.0,3.0999999999999996,True,False,True,False,True
A000330,44650,3800.11,1.0,14.0,14.0,0.0,4.0,0.0,223.0,0.0,3.0,0.0,0.33333333333333337,1.6,True,False,True,False,False
A000331,10048,894.85,9.0,3.0,3.0,-3.419931092488579e-17,2.0,1.3266277840460404e-16,38.77777777777778,-0.766666666666665,8.0,1.0,0.0,3.075,False,True,False,True,True
A000332,6700,533.9,13.0,2.0,2.0,5.435088053270136e-17,3.0,9.023562674828846e-17,27.53846153846154,-0.17582417582417562,9.0,0.0,0.11111111111111116,4.7375,False,True,False,True,True
A000333,5652,485.99,33.0,2.0,2.0,8.482309336103327e-18,2.0,8.482309336103327e-18,27.636363636363637,-0.1039438502673796,22.0,4.0,0.045454545454545414,5.280952380952381,False,True,False,True,True
A000334,35185,3155.24,35.0,15.342857142857143,17.0,0.2386554621848739,6.514285714285714,0.15154061624649856,197.11428571428573,3.533333333333334,10.0,2.0,0.09999999999999998,4.266666666666667,True,False,True,False,False
A000335,8411,652.77,5.0,1.6,1.0,-0.30000000000000016,2.4,-0.30000000000000054,23.0,-5.400000000000003,8.0,2.0,0.125,2.185714285714286,False,True,False,True,True
A000336,11518,1075.09,5.0,2.0,1.0,-0.40000000000000013,2.4,-0.30000000000000054,28.8,-2.8000000000000047,4.0,0.0,0.0,2.55,False,True,False,True,False
A000337,10424,789.8,7.0,3.0,3.0,1.9417027631232206e-17,3.0,1.9417027631232206e-17,39.142857142857146,-0.35714285714285615,3.0,1.0,0.6666666666666667,6.4,False,True,False,True,False
A000338,34397,2604.1,12.0,11.5,12.0,0.03496503496503501,2.0,1.3783662038502192e-18,162.33333333333334,-3.566433566433566,7.0,2.0,0.0,2.6,True,False,True,False,False
A000339,69212,6249.88,10.0,23.2,25.0,0.01212121212121195,2.0,3.210841961564283e-17,325.1,1.7151515151515269,5.0,0.0,0.0,2.4,False,False,False,False,True
A000340,9252,693.24,20.0,3.0,3.0,-3.45698662836618e-17,2.0,-5.0064932503219396e-17,39.3,0.45413533834586467,15.0,2.0,0.06666666666666665,3.2571428571428567,False,True,False,True,False
A000341,8514,766.41,12.0,2.0,2.0,1.3783662038502192e-18,4.0,2.7567324077004384e-18,27.666666666666668,1.1468531468531469,6.0,0.0,0.0,5.733333333333334,False,True,False,True,True
A000342,27781,2592.21,29.0,12.379310344827585,16.0,0.26256157635467964,4.551724137931035,0.17586206896551726,168.48275862068965,3.4034482758620683,9.0,1.0,0.11111111111111116,3.75,True,False,True,False,True
A000343,17539,1349.97,5.0,7.2,10.0,1.1999999999999997,4.4,1.3,116.4,35.4,1.0,0.0,0.0,5.4,True,False,True,False,False
A000344,11626,984.08,35.0,3.0,3.0,-7.196433839318616e-17,2.0,1.843845606891692e-17,41.142857142857146,0.40560224089635866,18.0,2.0,0.11111111111111116,4.5125,False,True,False,True,True
A000345,56461,4345.22,7.0,12.428571428571429,8.0,-1.7499999999999998,3.142857142857143,-0.2857142857142859,186.0,-27.964285714285726,10.0,2.0,0.19999999999999996,3.3625,True,False,True,False,True
A000346,8481,700.36,3.0,1.6666666666666667,1.0,-0.5000000000000003,1.6666666666666667,-0.5000000000000003,22.333333333333332,-12.000000000000002,7.0,2.0,0.2857142857142857,6.299999999999999,False,True,False,True,True
A000347,4636,361.74,11.0,1.4545454545454546,1.0,-0.1363636363636363,1.5454545454545454,-0.13636363636363633,21.636363636363637,-2.7545454545454535,16.0,5.0,0.25,3.766666666666667,False,True,False,True,False
A000348,9173,741.43,32.0,3.0,3.0,7.471878699925958e-17,4.0,1.0443137044053249e-16,41.0625,0.18951612903225873,16.0,1.0,0.1875,5.86923076923077,False,True,False,True,True
A000349,9462,825.45,11.0,4.454545454545454,5.0,0.21818181818181825,6.545454545454546,0.5545454545454548,51.90909090909091,3.027272727272729,5.0,0.0,0.0,4.54,False,True,False,True,False
A000350,12407,964.47,9.0,3.0,1.0,-0.38333333333333314,2.4444444444444446,-0.1666666666666665,37.111111111111114,-3.3333333333333326,12.0,3.0,0.16666666666666663,3.31,False,True,False,True,False
A000351,54143,4673.02,5.0,24.4,30.0,2.6999999999999997,5.6,1.2999999999999996,388.8,77.8,3.0,0.0,0.33333333333333337,8.5,True,False,True,False,False
A000352,5664,511.3,11.0,1.4545454545454546,1.0,-0.1363636363636363,3.272727272727273,-0.17272727272727248,18.272727272727273,-1.6636363636363631,11.0,1.0,0.09090909090909094,4.779999999999999,False,True,False,True,True
A000353,19142,1452.88,18.0,6.055555555555555,6.0,0.013415892672858837,3.0,5.518364895570431e-17,85.88888888888889,-1.5644994840041273,8.0,1.0,0.125,6.228571428571428,True,False,True,False,True
A000354,3434,279.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False
A000355,4656,369.47,2.0,2.0,2.0,-1.570092458683775e-16,4.0,-3.14018491736755e-16,18.5,5.0,0.0,0.0,0.0,0.0,False,True,False,True,True
A000356,24102,1783.57,12.0,8.0,9.0,0.06993006993006996,3.0,9.429455119166883e-17,110.25,2.43706293706294,9.0,2.0,0.0,2.811111111111111,True,False,True,False,False
A000357,59160,4992.42,36.0,19.416666666666668,21.0,-0.024581724581723995,3.0,7.509979782292707e-17,276.5833333333333,0.81428571428572,18.0,2.0,0.0,4.6,True,False,True,False,True
A000358,12532,1091.54,4.0,3.25,2.0,-0.7,1.5,-0.3999999999999999,52.0,-15.4,6.0,3.0,0.33333333333333337,5.175,False,True,False,True,False
A000359,17899,1345.83,28.0,5.0,5.0,4.425680128969818e-17,3.0,6.392783797933884e-17,69.78571428571429,-0.6715927750410492,19.0,3.0,0.052631578947368474,3.466666666666667,True,False,True,False,True
A000360,24633,2044.31,17.0,7.9411764705882355,8.0,-0.0024509803921566294,4.0,1.2695963894704608e-16,102.58823529411765,-1.7058823529411773,16.0,1.0,0.0625,4.013333333333334,True,False,True,False,True
A000361,25344,2186.34,26.0,11.115384615384615,14.0,0.206837606837607,5.461538461538462,0.19965811965811964,163.07692307692307,3.390085470085471,4.0,0.0,0.0,4.9,True,False,True,False,True
A000362,2730,208.41,10.0,1.5,1.0,-0.15151515151515152,3.2,-0.1818181818181817,20.4,-1.8424242424242405,14.0,8.0,0.1428571428571429,4.891666666666667,False,True,False,True,False
A000363,71723,6685.28,12.0,22.75,24.0,0.01048951048951078,3.0,9.429455119166883e-17,348.1666666666667,-1.3776223776223717,2.0,1.0,0.0,4.1,False,False,False,False,False
A000364,11735,961.63,35.0,3.0,3.0,-7.196433839318616e-17,4.0,3.687691213783384e-17,42.371428571428574,0.03165266106442598,13.0,1.0,0.0,6.053846153846154,False,True,False,True,False
A000365,13449,1206.17,35.0,4.0,4.0,3.687691213783384e-17,2.0,1.843845606891692e-17,56.02857142857143,0.2478991596638658,17.0,2.0,0.11764705882352944,3.6866666666666665,False,True,False,True,False
A000366,46357,4042.41,32.0,14.9375,14.0,-0.006231671554251692,4.0,1.0443137044053249e-16,190.34375,-2.8385263929618705,22.0,3.0,0.0,2.859090909090909,True,False,True,False,False
A000367,4906,453.21,5.0,1.4,1.0,-0.30000000000000016,2.4,-0.30000000000000054,23.0,-5.900000000000003,5.0,1.0,0.0,5.4799999999999995,False,True,False,True,False
A000368,10315,892.87,15.0,3.0,3.0,3.9801698827525604e-17,4.0,1.4984599085366893e-16,42.666666666666664,-0.7178571428571413,6.0,0.0,0.0,3.583333333333334,False,True,False,True,False
A000369,36597,2889.54,10.0,11.6,12.0,0.04848484848484851,2.0,3.210841961564283e-17,148.1,4.127272727272731,5.0,2.0,0.4,7.8999999999999995,True,False,True,False,False
A000370,27851,2357.13,34.0,12.235294117647058,15.0,0.1879297173414821,5.382352941176471,0.14957983193277305,167.85294117647058,2.06157372039725,9.0,1.0,0.11111111111111116,4.225,True,False,True,False,False
A000371,20263,1451.32,6.0,6.0,6.0,-1.42209639099024e-16,4.0,3.1804828527929695e-17,77.66666666666667,-11.428571428571429,2.0,0.0,0.0,2.4000000000000004,True,False,True,False,True
A000372,22251,1857.63,23.0,7.217391304347826,7.0,-0.008893280632411078,3.0,2.3752813476359876e-17,101.30434782608695,-0.7164031620553364,12.0,0.0,0.08333333333333337,2.809090909090909,True,False,True,False,True
A000373,32163,2592.39,37.0,9.945945945945946,10.0,-0.019440493124703594,3.0,6.326632738553495e-17,139.21621621621622,0.08013276434329074,15.0,4.0,0.06666666666666665,3.7,True,False,True,False,True
A000374,39125,3095.59,12.0,9.25,5.0,-0.6258741258741254,3.25,-0.15034965034965012,133.66666666666666,-7.020979020979018,13.0,7.0,0.23076923076923073,5.819999999999999,True,False,True,False,True
A000375,34830,3048.85,5.0,15.0,18.0,1.9000000000000001,4.4,1.3,242.4,31.699999999999996,1.0,1.0,0.0,3.2,True,False,True,False,False
A000376,5905,441.77,10.0,1.5,1.0,-0.15151515151515152,1.6,-0.14545454545454548,17.8,-1.2121212121212113,24.0,11.0,0.41666666666666663,4.292857142857143,False,True,False,True,True
A000377,29074,2477.41,9.0,12.333333333333334,17.0,1.1166666666666667,4.444444444444445,0.6,178.33333333333334,12.949999999999998,4.0,0.0,0.0,2.775,True,False,True,False,False
A000378,5927,557.08,13.0,2.0,2.0,5.435088053270136e-17,3.0,9.023562674828846e-17,26.307692307692307,-0.5274725274725256,2.0,0.0,0.0,9.25,False,True,False,True,True
A000379,12412,1013.21,1.0,4.0,4.0,0.0,4.0,0.0,32.0,0.0,5.0,2.0,0.0,4.58,False,True,False,True,False
A000380,3188,267.62,2.0,1.5,1.0,-1.0,1.5,-1.0,13.5,-12.999999999999998,8.0,4.0,0.5,2.375,False,True,False,True,True
A000381,4173,338.95,24.0,2.8333333333333335,4.0,0.08869565217391302,4.5,0.22086956521739126,38.291666666666664,0.9099999999999996,9.0,0.0,0.0,4.3,False,True,False,True,False
A000382,53183,4005.39,37.0,16.864864864864863,16.0,0.000948316737790566,4.0,9.365763225663747e-17,237.51351351351352,0.12517780938833822,19.0,1.0,0.10526315789473684,4.8647058823529425,True,False,True,False,False
A000383,9944,905.2,18.0,3.0,3.0,5.518364895570431e-17,2.0,7.059017484986522e-18,41.611111111111114,-1.2641898864809071,10.0,0.0,0.19999999999999996,4.4875,False,True,False,True,False
A000384,3572,317.44,27.0,2.0,2.0,2.1697170904448208e-17,3.0,-3.41604671038023e-17,27.14814814814815,0.087912087912088,24.0,5.0,0.16666666666666663,4.265000000000001,False,True,False,True,True
A000385,12062,953.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False
A000386,7255,685.7,4.0,1.5,1.0,-0.3999999999999999,3.0,-0.5999999999999998,17.0,-7.3999999999999995,6.0,2.0,0.33333333333333337,3.1,False,True,False,True,True
A000387,23365,1807.87,25.0,7.04,7.0,0.013076923076923031,3.0,1.983778464620202e-17,100.8,0.20153846153846236,17.0,5.0,0.0,4.635294117647058,True,False,True,False,True
A000388,17564,1314.8,25.0,5.0,5.0,-3.460776232872046e-17,2.0,-4.1757283836349265e-17,70.28,0.2799999999999988,8.0,2.0,0.125,4.700000000000001,True,False,True,False,False
A000389,36208,3027.88,21.0,11.857142857142858,12.0,0.011688311688311937,2.0,-2.261946459671728e-17,176.47619047619048,0.9714285714285735,9.0,0.0,0.0,4.2,True,False,True,False,True
A000390,13913,1279.83,31.0,4.0,4.0,-3.082949487910868e-19,2.0,-1.541474743955434e-19,55.45161290322581,0.1874999999999993,14.0,2.0,0.2142857142857143,4.427272727272728,False,True,False,True,False
A000391,7179,522.25,3.0,1.3333333333333333,1.0,-0.5,2.3333333333333335,-0.4999999999999996,13.666666666666666,-3.4999999999999973,3.0,2.0,0.6666666666666667,2.7,False,True,False,True,True
A000392,11424,1086.67,9.0,2.111111111111111,1.0,-0.2499999999999998,3.2222222222222223,-0.2166666666666665,30.555555555555557,-3.649999999999999,5.0,3.0,0.0,4.279999999999999,False,True,False,True,False
A000393,42059,3308.74,38.0,14.078947368421053,13.0,-0.004048582995951272,4.0,4.202175504390993e-17,191.3684210526316,0.2923733450049218,20.0,3.0,0.15000000000000002,4.582352941176469,True,False,True,False,False
A000394,7119,505.54,2.0,2.0,2.0,-1.570092458683775e-16,3.0,-3.14018491736755e-16,27.5,-16.999999999999996,1.0,0.0,0.0,7.4,False,True,False,True,False
A000395,4677,420.67,39.0,2.0,2.0,3.53184630096865e-18,4.0,7.0636926019373e-18,28.23076923076923,0.16801619433198361,15.0,2.0,0.0,3.7533333333333334,False,True,False,True,False
A000396,31493,2904.67,4.0,7.25,4.0,-2.099999999999999,2.5,-0.4000000000000004,100.0,-49.599999999999994,6.0,1.0,0.5,4.133333333333333,True,False,True,False,False
A000397,4652,0.0,38.0,2.6578947368421053,3.0,0.0416894627420943,4.473684210526316,0.1359010832695043,38.60526315789474,0.7664952401794505,15.0,3.0,0.06666666666666665,2.9499999999999997,False,True,False,True,False
A000398,22121,1655.52,1.0,6.0,6.0,0.0,3.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False
A000399,4415,380.3,29.0,2.0,2.0,-1.8400120122448966e-17,2.0,-1.8400120122448966e-17,29.655172413793103,-0.3137931034482758,22.0,3.0,0.0,3.6818181818181817,False,True,False,True,True
A000400,31252,2925.08,16.0,9.9375,9.0,-0.036764705882352894,2.0,1.5529913695070524e-17,126.5,-1.0499999999999987,7.0,1.0,0.0,4.2,True,False,True,False,False
A000401,20144,1892.84,3.0,4.333333333333333,3.0,-1.4999999999999991,2.3333333333333335,-0.4999999999999996,60.0,-43.50000000000001,2.0,1.0,0.0,1.5,True,False,True,False,False
A000402,5195,-50.0,17.0,2.0,2.0,6.347981947352304e-17,2.0,6.347981947352304e-17,29.176470588235293,0.13725490196078433,1.0,0.0,0.0,1.0,False,True,False,True,False
A000403,10256,948.46,24.0,3.0,3.0,-3.7457782053856407e-17,2.0,-6.626518791160187e-17,42.166666666666664,-0.36521739130434905,11.0,0.0,0.2727272727272727,2.3125,False,True,False,True,False
A000404,19011,1382.07,4.0,6.0,6.0,5.138366118862833e-17,4.0,-3.285955980719457e-16,82.5,4.800000000000004,6.0,0.0,0.33333333333333337,4.575,True,False,True,False,False
A000405,9169,839.19,28.0,3.0,3.0,6.392783797933884e-17,4.0,1.287770194086395e-16,41.0,-0.13355227148330545,11.0,0.0,0.18181818181818177,3.4666666666666663,False,True,False,True,True
A000406,6554,513.51,12.0,1.4166666666666667,1.0,-0.12237762237762234,3.25,-0.15034965034965012,18.666666666666668,-2.0279720279720275,15.0,7.0,0.33333333333333337,3.2399999999999998,False,True,False,True,True
A000407,8630,771.04,19.0,2.0,2.0,-3.803045753367379e-17,2.0,-3.803045753367379e-17,30.0,0.08245614035087666,13.0,1.0,0.15384615384615385,3.3818181818181814,False,True,False,True,False
A000408,2172,200.0,12.0,2.0,2.0,1.3783662038502192e-18,4.0,2.7567324077004384e-18,26.666666666666668,-0.3986013986013981,6.0,0.0,0.16666666666666663,5.74,False,True,False,True,True
A000409,6437,483.51,6.0,2.0,2.0,1.5902414263964848e-17,4.0,3.1804828527929695e-17,23.166666666666668,0.028571428571427446,4.0,1.0,0.5,7.199999999999999,False,True,False,True,True
A000410,6947,660.82,31.0,2.0,2.0,-1.541474743955434e-19,3.0,-2.0391326471411207e-17,27.193548387096776,0.25040322580645114,15.0,3.0,0.06666666666666665,2.742857142857143,False,True,False,True,True
A000411,26368,2201.41,7.0,11.0,14.0,1.0357142857142858,4.428571428571429,0.7857142857142858,165.42857142857142,12.499999999999993,2.0,1.0,0.0,1.6,True,False,True,False,True
A000412,23582,1914.5,15.0,9.733333333333333,12.0,0.45714285714285724,4.466666666666667,0.3714285714285715,135.93333333333334,3.1500000000000026,3.0,1.0,0.0,8.0,True,False,True,False,True
A000413,6849,535.39,8.0,2.0,2.0,2.1985964165811086e-17,3.0,-1.9088171249852354e-16,25.5,-2.5952380952380953,2.0,0.0,0.5,0.8,False,True,False,True,False
A000414,4800,362.32,11.0,2.727272727272727,4.0,0.17272727272727276,5.636363636363637,0.5363636363636364,36.90909090909091,2.436363636363637,3.0,1.0,0.0,5.2,False,True,False,True,True
A000415,21645,1652.14,22.0,9.681818181818182,14.0,0.23546019198193116,4.636363636363637,0.23602484472049687,139.1818181818182,2.4754376058723895,7.0,0.0,0.2857142857142857,3.44,True,False,True,False,True
A000416,3747,326.75,19.0,2.789473684210526,4.0,0.11228070175438598,5.526315789473684,0.27543859649122804,37.68421052631579,1.4456140350877187,7.0,1.0,0.1428571428571429,5.733333333333333,False,True,False,True,True
A000417,4709,389.84,26.0,2.0,2.0,7.21925230105826e-18,3.0,6.297099360568438e-19,27.53846153846154,0.2570940170940169,16.0,2.0,0.0625,3.753333333333333,False,True,False,True,True
A000418,40455,2936.17,7.0,12.714285714285714,12.0,-0.24999999999999936,3.0,1.9417027631232206e-17,198.85714285714286,-12.535714285714285,4.0,0.0,0.0,5.5249999999999995,True,False,True,False,False
A000419,18246,1722.13,28.0,6.071428571428571,6.0,0.009304871373836905,3.0,6.392783797933884e-17,83.96428571428571,0.4972632731253426,16.0,2.0,0.125,4.071428571428571,True,False,True,False,False
A000420,20232,1840.32,22.0,8.681818181818182,11.0,0.26143421795595706,5.5,0.25127046866177305,112.0909090909091,2.605307735742519,8.0,2.0,0.125,3.557142857142857,True,False,True,False,True
A000421,2928,241.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False
A000422,4467,330.66,31.0,2.0,2.0,-1.541474743955434e-19,3.0,-2.0391326471411207e-17,25.29032258064516,-0.006854838709677723,18.0,0.0,0.05555555555555558,4.0588235294117645,False,True,False,True,False
A000423,3037,220.14,12.0,2.8333333333333335,4.0,0.17482517482517484,6.5,0.48951048951048964,37.25,1.7377622377622381,5.0,0.0,0.19999999999999996,3.675,False,True,False,True,False
A000424,15849,1251.59,6.0,3.6666666666666665,2.0,-0.6285714285714284,3.1666666666666665,-0.3714285714285714,59.0,-8.628571428571432,4.0,2.0,0.0,2.55,True,False,True,False,True
A000425,24980,1933.12,3.0,9.0,9.0,1.5774270699297683e-15,2.0,5.034398893406447e-16,102.33333333333333,3.5000000000000084,0.0,0.0,0.0,0.0,True,False,True,False,False
A000426,2511,236.08,21.0,2.0,2.0,-2.261946459671728e-17,3.0,-1.533878681486988e-17,27.428571428571427,-0.34675324675324676,15.0,3.0,0.0,2.8866666666666663,False,True,False,True,True
A000427,28472,2491.18,5.0,6.2,4.0,-1.200000000000001,1.6,-0.30000000000000016,90.6,-24.900000000000013,9.0,3.0,0.11111111111111116,2.6624999999999996,True,False,True,False,False
A000428,20528,1530.17,4.0,5.75,5.0,-0.2999999999999999,4.0,-3.285955980719457e-16,84.75,-14.300000000000006,1.0,0.0,0.0,5.8,True,False,True,False,False
A000429,3717,309.02,40.0,2.0,2.0,1.1594308028789188e-17,2.0,1.1594308028789188e-17,27.375,-0.06106941838649163,16.0,1.0,0.0625,4.7,False,True,False,True,False
A000430,6179,455.1,3.0,1.3333333333333333,1.0,-0.5,2.3333333333333335,-0.4999999999999996,13.333333333333334,-5.4999999999999964,12.0,2.0,0.33333333333333337,2.8375,False,True,False,True,False
